age,education,education-num,marital-status,relationship,race,gender,capital-gain,capital-loss,hours-per-week
29.529087,8.0,7.377841,0.0,2.0,4.0,1.0,0.0,0.0,27.266867
29.941206,6.0,6.8582144,4.0,3.0,4.0,1.0,0.0,0.0,33.07434
33.364857,6.0,9.411615,4.0,3.0,4.0,1.0,0.0,0.0,36.819695
30.7247,6.0,7.679895,4.0,3.0,4.0,0.0,0.0,0.0,35.693787
32.239037,6.0,8.086589,4.0,3.0,4.0,1.0,0.0,0.0,37.058685
34.726463,6.0,9.347269,4.0,3.0,4.0,1.0,0.0,0.0,36.96376
29.84534,11.0,6.408646,4.0,3.0,4.0,0.0,0.0,0.0,28.827494
16.80061,1.0,0.0,3.0,1.0,4.0,1.0,7415.473,0.0,28.245428
37.65462,6.0,11.569233,4.0,3.0,4.0,1.0,0.0,0.0,43.30658
16.05653,1.0,0.0,3.0,1.0,4.0,1.0,7437.7183,0.0,27.938318
34.653854,6.0,10.163628,4.0,3.0,4.0,0.0,0.0,0.0,39.244514
40.30021,3.0,9.229304,6.0,0.0,4.0,1.0,441.3087,1080.178,60.45186
32.146793,6.0,7.8440156,4.0,3.0,4.0,1.0,0.0,0.0,36.515675
35.244186,6.0,9.512072,4.0,3.0,4.0,1.0,0.0,0.0,40.663525
30.942032,6.0,7.530791,4.0,3.0,4.0,0.0,0.0,0.0,35.15149
17.765137,1.0,0.0,3.0,1.0,4.0,0.0,7396.986,0.0,28.668108
33.464245,6.0,9.472982,4.0,3.0,4.0,1.0,0.0,0.0,37.04668
30.867859,6.0,8.8040695,4.0,3.0,3.0,1.0,0.0,0.0,34.458305
27.445465,4.0,2.8679798,3.0,1.0,4.0,1.0,3881.075,0.0,32.152626
41.219753,3.0,10.439448,6.0,0.0,4.0,0.0,1245.9197,773.45306,54.897453
32.98793,6.0,8.359069,4.0,3.0,4.0,0.0,0.0,0.0,37.77394
30.967134,6.0,7.542336,4.0,3.0,4.0,1.0,0.0,0.0,35.125572
28.744747,11.0,6.2245436,4.0,3.0,4.0,1.0,0.0,0.0,27.70804
31.502115,6.0,8.958648,4.0,3.0,4.0,1.0,0.0,0.0,35.09604
25.912718,4.0,3.2078598,3.0,1.0,4.0,1.0,2535.7974,0.0,29.357496
36.347824,6.0,11.013504,4.0,3.0,4.0,0.0,0.0,0.0,41.84767
34.566093,8.0,8.4628105,4.0,3.0,4.0,0.0,0.0,0.0,31.579203
31.105795,6.0,7.971741,4.0,3.0,4.0,1.0,0.0,0.0,36.479836
26.716263,13.0,5.286566,0.0,3.0,2.0,1.0,0.0,0.0,24.684057
33.335865,6.0,9.557278,4.0,3.0,4.0,1.0,0.0,0.0,37.212067
25.50744,4.0,3.2684243,3.0,1.0,4.0,1.0,2364.4624,0.0,29.011824
39.48385,3.0,8.826723,4.0,0.0,4.0,1.0,819.78076,997.6591,57.192436
32.049755,6.0,7.02943,4.0,3.0,4.0,0.0,0.0,0.0,33.957733
33.250015,6.0,8.650437,4.0,3.0,4.0,1.0,0.0,0.0,38.722824
17.041485,1.0,0.0,3.0,1.0,4.0,0.0,7399.857,0.0,28.35029
32.423008,6.0,9.443624,4.0,3.0,2.0,1.0,0.0,0.0,36.49563
31.634647,6.0,7.582646,4.0,3.0,4.0,1.0,0.0,0.0,35.436058
31.613487,6.0,7.145486,4.0,3.0,4.0,1.0,0.0,0.0,34.131363
18.939774,1.0,0.0,3.0,1.0,4.0,1.0,7349.709,0.0,28.932726
35.007328,6.0,10.261655,4.0,3.0,4.0,1.0,0.0,0.0,39.560593
31.270905,6.0,8.741905,4.0,3.0,4.0,1.0,0.0,0.0,34.48271
35.87263,6.0,9.496061,4.0,3.0,4.0,1.0,0.0,0.0,37.476337
29.468279,6.0,6.967445,4.0,3.0,2.0,1.0,0.0,0.0,33.100784
23.958221,3.0,4.846445,6.0,0.0,4.0,1.0,0.0,1348.6272,53.925644
32.29318,6.0,8.374105,4.0,3.0,4.0,1.0,0.0,0.0,37.93241
33.917137,8.0,8.627756,4.0,3.0,4.0,1.0,0.0,0.0,34.463158
31.329689,6.0,7.085978,4.0,3.0,4.0,1.0,0.0,0.0,33.995403
44.5446,3.0,9.891149,4.0,0.0,4.0,1.0,814.0391,890.4072,55.417046
35.460464,6.0,10.425877,4.0,3.0,4.0,1.0,0.0,0.0,39.845535
32.78236,6.0,8.292266,4.0,3.0,4.0,1.0,0.0,0.0,37.840385
29.048601,7.0,4.950821,0.0,1.0,4.0,1.0,0.0,0.0,25.204659
30.28502,6.0,7.2945776,4.0,3.0,4.0,0.0,0.0,0.0,34.343376
40.60328,3.0,9.719018,4.0,0.0,4.0,1.0,1134.6783,810.9668,53.4506
36.642002,6.0,10.920004,4.0,3.0,4.0,1.0,0.0,0.0,41.43023
30.383892,8.0,8.234316,4.0,3.0,2.0,0.0,0.0,0.0,32.537872
33.319794,6.0,9.508848,4.0,3.0,4.0,0.0,0.0,0.0,36.81292
40.702457,3.0,9.3584385,6.0,0.0,4.0,1.0,450.23422,1073.1133,60.507896
40.406483,3.0,9.068622,6.0,0.0,4.0,1.0,497.7357,1100.2572,60.941315
30.626017,6.0,7.389755,4.0,3.0,4.0,1.0,0.0,0.0,34.745735
34.23944,6.0,10.157692,4.0,3.0,4.0,1.0,0.0,0.0,39.080513
29.600338,6.0,7.246279,4.0,3.0,4.0,0.0,0.0,0.0,34.037956
24.460121,13.0,7.0299873,4.0,3.0,4.0,1.0,0.0,0.0,27.454702
32.14821,6.0,8.174791,4.0,3.0,4.0,1.0,0.0,0.0,37.446205
0.0,0.0,0.0,0.0,0.0,4.0,1.0,27050.623,0.0,0.0
39.462738,3.0,8.923502,4.0,0.0,4.0,0.0,841.58307,1006.3618,57.94596
30.677187,6.0,7.3743834,4.0,3.0,4.0,1.0,0.0,0.0,34.67876
30.952553,6.0,7.893439,4.0,3.0,4.0,1.0,0.0,0.0,36.098343
32.91413,6.0,9.624866,4.0,3.0,1.0,1.0,0.0,0.0,37.080048
27.465233,4.0,2.9762223,3.0,1.0,1.0,1.0,3915.0076,0.0,32.94731
30.85969,6.0,7.6041355,4.0,3.0,4.0,0.0,0.0,0.0,35.3738
31.16376,6.0,7.9346747,4.0,3.0,4.0,1.0,0.0,0.0,36.412132
32.64398,6.0,9.545216,4.0,3.0,4.0,0.0,0.0,0.0,36.98858
35.509148,6.0,9.03714,4.0,3.0,4.0,0.0,0.0,0.0,35.97754
27.07546,11.0,5.402936,0.0,3.0,4.0,1.0,0.0,0.0,24.896183
31.119505,6.0,7.396595,4.0,3.0,4.0,1.0,0.0,0.0,34.935432
26.867588,4.0,2.8044703,3.0,1.0,4.0,1.0,3293.6172,0.0,29.954117
26.294592,4.0,3.2404587,3.0,1.0,2.0,0.0,2873.6353,0.0,30.566576
29.499441,11.0,6.3225436,4.0,3.0,2.0,0.0,0.0,0.0,29.664427
40.177837,3.0,8.977014,6.0,0.0,4.0,1.0,479.84396,1108.2726,61.105278
34.42775,6.0,9.951412,4.0,3.0,4.0,0.0,0.0,0.0,38.60295
31.216372,6.0,7.256434,4.0,3.0,4.0,0.0,0.0,0.0,34.56346
41.12342,3.0,10.19448,6.0,0.0,4.0,1.0,1082.1212,841.5455,56.17385
35.00599,6.0,10.074324,4.0,3.0,4.0,1.0,0.0,0.0,39.01937
31.166405,6.0,7.804182,4.0,3.0,4.0,1.0,0.0,0.0,35.99592
27.037579,1.0,1.9356678,3.0,1.0,4.0,1.0,5171.479,0.0,32.727776
30.584751,6.0,7.502716,4.0,3.0,2.0,0.0,0.0,0.0,35.043175
27.096306,11.0,5.5924673,0.0,3.0,4.0,1.0,0.0,0.0,24.84399
27.423166,4.0,2.9391959,3.0,1.0,4.0,1.0,3906.8032,0.0,32.688652
30.980917,6.0,7.631483,4.0,3.0,4.0,1.0,0.0,0.0,35.360077
31.675985,6.0,6.94825,4.0,3.0,4.0,0.0,0.0,0.0,33.715897
35.44487,6.0,10.256442,4.0,3.0,4.0,1.0,0.0,0.0,39.55741
36.973602,6.0,11.189581,4.0,3.0,4.0,1.0,0.0,0.0,42.126778
28.799236,7.0,5.2493734,0.0,1.0,4.0,1.0,0.0,0.0,25.490425
22.44366,5.0,6.1797314,6.0,0.0,4.0,0.0,0.0,1920.5131,66.23238
29.187965,6.0,7.0514464,4.0,3.0,4.0,0.0,0.0,0.0,33.733498
31.324703,6.0,7.2045245,4.0,3.0,2.0,1.0,0.0,0.0,33.953804
33.484955,6.0,7.02511,4.0,3.0,2.0,0.0,0.0,0.0,34.060867
38.56765,6.0,10.913963,4.0,3.0,4.0,1.0,0.0,0.0,44.962654
33.784668,8.0,8.382498,4.0,3.0,4.0,0.0,0.0,0.0,32.059692
34.42782,6.0,10.246753,4.0,3.0,4.0,0.0,0.0,0.0,39.36992
34.921913,6.0,10.237888,4.0,3.0,4.0,1.0,0.0,0.0,39.53344
35.218437,6.0,10.217276,4.0,3.0,4.0,0.0,0.0,0.0,39.626915
31.771606,6.0,7.0975294,4.0,3.0,4.0,1.0,0.0,0.0,34.07682
25.43407,13.0,5.326682,0.0,3.0,4.0,1.0,0.0,0.0,24.981037
29.598083,6.0,7.213191,4.0,3.0,2.0,1.0,0.0,0.0,33.843536
32.877106,6.0,8.4757185,4.0,3.0,4.0,1.0,0.0,0.0,38.408203
27.441563,11.0,5.873398,4.0,3.0,4.0,1.0,0.0,0.0,26.290863
30.84551,6.0,8.615139,4.0,3.0,4.0,1.0,0.0,0.0,34.06346
28.513824,6.0,7.11806,4.0,3.0,1.0,0.0,0.0,0.0,33.230522
30.384378,6.0,7.5912642,4.0,3.0,1.0,1.0,0.0,0.0,35.100166
30.35521,6.0,7.304614,4.0,3.0,4.0,1.0,0.0,0.0,34.44515
16.689678,1.0,0.0,3.0,1.0,4.0,1.0,7424.1353,0.0,28.187315
33.539406,6.0,9.577578,4.0,3.0,4.0,0.0,0.0,0.0,37.270126
34.86824,6.0,10.040094,4.0,3.0,4.0,1.0,0.0,0.0,38.97979
37.143646,6.0,11.308434,4.0,3.0,4.0,1.0,0.0,0.0,42.77527
31.981022,6.0,8.24666,4.0,3.0,4.0,1.0,0.0,0.0,37.62309
34.366234,6.0,9.344513,4.0,3.0,4.0,1.0,0.0,0.0,40.19657
38.204433,6.0,10.847439,4.0,3.0,4.0,1.0,0.0,0.0,44.836227
39.428066,3.0,8.289299,4.0,0.0,4.0,1.0,657.95905,1030.8384,55.78946
27.853306,6.0,6.5360923,4.0,3.0,2.0,1.0,0.0,0.0,31.413542
27.857536,6.0,6.7291045,4.0,3.0,1.0,0.0,0.0,0.0,32.14113
31.04333,6.0,7.8430095,4.0,3.0,4.0,1.0,0.0,0.0,36.084404
31.704058,6.0,7.1304345,4.0,3.0,4.0,0.0,0.0,0.0,34.309776
31.975286,6.0,8.109241,4.0,3.0,4.0,1.0,0.0,0.0,37.09343
34.400345,6.0,10.158196,4.0,3.0,2.0,1.0,0.0,0.0,38.8525
32.279266,6.0,8.089718,4.0,3.0,4.0,1.0,0.0,0.0,37.157738
27.279057,4.0,3.0761206,3.0,1.0,4.0,0.0,3757.75,0.0,32.742794
31.775263,6.0,9.372971,4.0,3.0,0.0,0.0,0.0,0.0,36.10357
36.152275,6.0,10.800888,4.0,3.0,4.0,1.0,0.0,0.0,41.398796
31.441725,6.0,7.2747107,4.0,3.0,4.0,0.0,0.0,0.0,34.60427
30.88055,6.0,8.70282,4.0,3.0,1.0,1.0,0.0,0.0,34.043777
32.957153,6.0,9.464537,4.0,3.0,4.0,1.0,0.0,0.0,36.782555
24.289928,4.0,3.2965791,0.0,1.0,4.0,1.0,1769.6951,0.0,27.155746
32.71549,7.0,5.636216,0.0,4.0,4.0,0.0,0.0,0.0,26.12288
28.319616,1.0,2.4280994,3.0,1.0,2.0,1.0,4622.05,0.0,32.791
31.248875,7.0,6.650641,0.0,1.0,2.0,1.0,0.0,0.0,26.39186
35.487686,3.0,8.360191,6.0,0.0,4.0,1.0,146.96663,1089.0065,57.056213
25.47992,4.0,3.3419254,3.0,1.0,4.0,1.0,2386.7808,0.0,29.472723
31.792114,6.0,8.168582,4.0,3.0,4.0,1.0,0.0,0.0,37.060432
35.243824,6.0,10.514933,4.0,3.0,4.0,1.0,0.0,0.0,40.23033
34.630257,6.0,10.370638,4.0,3.0,4.0,1.0,0.0,0.0,39.689545
28.948488,13.0,7.2184463,0.0,2.0,2.0,1.0,0.0,0.0,26.723211
26.891336,11.0,5.5735316,0.0,3.0,4.0,1.0,0.0,0.0,25.00338
7.6893425,1.0,0.0,3.0,1.0,4.0,1.0,13248.521,0.0,27.962057
32.60237,6.0,8.520118,4.0,3.0,4.0,1.0,0.0,0.0,34.132263
30.501444,6.0,7.319921,4.0,3.0,4.0,1.0,0.0,0.0,34.518456
33.22235,6.0,7.2778015,4.0,3.0,4.0,1.0,0.0,0.0,34.911903
24.463764,4.0,3.5061853,3.0,1.0,4.0,0.0,1904.5518,0.0,28.443464
34.04441,6.0,9.955583,4.0,3.0,4.0,1.0,0.0,0.0,38.494186
36.24218,6.0,10.6455555,4.0,3.0,4.0,1.0,0.0,0.0,40.613106
33.930748,6.0,9.79893,4.0,3.0,4.0,0.0,0.0,0.0,37.984047
26.583906,1.0,1.8454921,3.0,1.0,4.0,1.0,5230.7363,0.0,32.54853
28.476662,6.0,6.7097397,4.0,3.0,1.0,0.0,0.0,0.0,32.24929
32.550537,6.0,8.41491,4.0,3.0,4.0,1.0,0.0,0.0,37.815083
27.678432,6.0,6.7339816,4.0,3.0,1.0,0.0,0.0,0.0,32.083603
29.6955,6.0,6.9716015,4.0,3.0,4.0,1.0,0.0,0.0,33.321213
29.333187,6.0,7.0379663,4.0,3.0,4.0,0.0,0.0,0.0,33.294632
36.338898,6.0,10.925225,4.0,3.0,4.0,0.0,0.0,0.0,41.665916
31.326052,6.0,7.8158526,4.0,3.0,4.0,0.0,0.0,0.0,36.085983
32.14091,11.0,6.728602,4.0,3.0,4.0,1.0,0.0,0.0,32.354103
28.322832,6.0,6.657118,4.0,3.0,2.0,1.0,0.0,0.0,32.178383
28.053144,6.0,6.502607,4.0,3.0,1.0,1.0,0.0,0.0,31.15848
28.219742,11.0,6.14451,4.0,3.0,4.0,1.0,0.0,0.0,27.695856
40.48571,3.0,9.981771,6.0,0.0,4.0,1.0,1210.4663,825.9115,55.34854
35.868164,15.0,7.0622005,0.0,4.0,4.0,1.0,0.0,0.0,26.44722
31.78939,6.0,8.013528,4.0,3.0,4.0,1.0,0.0,0.0,36.651756
24.88388,11.0,6.042298,4.0,3.0,1.0,1.0,0.0,0.0,27.945362
36.996742,6.0,11.047054,4.0,3.0,4.0,1.0,0.0,0.0,42.24981
29.853674,11.0,6.4355345,4.0,3.0,2.0,0.0,0.0,0.0,30.936453
30.245607,6.0,7.3065257,4.0,3.0,4.0,0.0,0.0,0.0,34.465794
33.94928,6.0,9.079095,4.0,3.0,4.0,0.0,0.0,0.0,39.078575
34.434914,6.0,9.90123,4.0,3.0,4.0,0.0,0.0,0.0,38.35676
30.209538,6.0,7.1489677,4.0,3.0,4.0,1.0,0.0,0.0,33.969414
28.296207,11.0,6.020525,4.0,3.0,4.0,1.0,0.0,0.0,26.599586
31.071993,6.0,7.9351516,4.0,3.0,4.0,1.0,0.0,0.0,36.361202
32.02324,6.0,7.1207666,4.0,3.0,4.0,1.0,0.0,0.0,34.282555
16.766304,1.0,0.0,3.0,1.0,4.0,1.0,7424.531,0.0,28.219282
35.10224,6.0,10.082956,4.0,3.0,4.0,1.0,0.0,0.0,39.179092
39.94475,3.0,8.9235525,6.0,0.0,4.0,1.0,554.30817,1100.0896,60.830948
27.500628,6.0,6.411847,4.0,3.0,4.0,1.0,0.0,0.0,31.276884
31.802336,6.0,7.6198616,4.0,3.0,4.0,1.0,0.0,0.0,35.70588
39.5046,3.0,8.856157,4.0,0.0,4.0,1.0,726.3482,1065.239,59.713394
32.809673,6.0,8.399556,4.0,3.0,4.0,1.0,0.0,0.0,38.11921
31.51405,6.0,7.9060535,4.0,3.0,4.0,1.0,0.0,0.0,36.16765
24.41058,4.0,3.2989683,0.0,1.0,4.0,1.0,1775.2661,0.0,27.08658
27.192915,4.0,2.9098203,3.0,1.0,4.0,1.0,3717.0168,0.0,32.09788
35.115288,6.0,10.46051,4.0,3.0,4.0,1.0,0.0,0.0,40.16651
33.796234,6.0,9.653738,4.0,3.0,4.0,1.0,0.0,0.0,37.570778
24.324799,4.0,3.337041,3.0,1.0,4.0,1.0,1776.2819,0.0,27.406485
34.887672,6.0,9.477097,4.0,3.0,4.0,1.0,0.0,0.0,40.527023
28.61301,11.0,6.3916254,4.0,3.0,4.0,1.0,0.0,0.0,29.046505
29.265358,11.0,6.3420706,4.0,3.0,4.0,1.0,0.0,0.0,28.442171
26.858269,4.0,2.8277466,3.0,1.0,4.0,1.0,3309.2817,0.0,30.272392
27.240845,11.0,5.814525,4.0,3.0,4.0,1.0,0.0,0.0,26.025652
32.237988,6.0,7.9737816,4.0,3.0,4.0,1.0,0.0,0.0,36.70124
31.71034,6.0,7.96879,4.0,3.0,4.0,0.0,0.0,0.0,36.644424
24.801216,13.0,5.457536,0.0,3.0,2.0,1.0,0.0,0.0,25.92364
27.496727,11.0,5.895373,0.0,3.0,4.0,0.0,0.0,0.0,26.045444
18.691704,1.0,0.0,3.0,1.0,4.0,1.0,7355.7715,0.0,28.80467
31.974182,6.0,9.132386,4.0,3.0,4.0,1.0,0.0,0.0,35.759445
32.688187,6.0,8.490711,4.0,3.0,4.0,1.0,0.0,0.0,38.27359
34.080074,6.0,8.86426,4.0,3.0,4.0,0.0,0.0,0.0,39.24854
35.667763,6.0,9.615194,4.0,3.0,4.0,1.0,0.0,0.0,37.776054
25.716314,4.0,3.337211,3.0,1.0,4.0,0.0,2517.7546,0.0,29.918716
37.797028,6.0,11.666616,4.0,3.0,4.0,1.0,0.0,0.0,43.49698
39.57176,3.0,8.836586,4.0,0.0,4.0,1.0,829.29816,990.39087,56.796394
34.2638,6.0,10.047483,4.0,3.0,4.0,0.0,0.0,0.0,38.816067
27.221071,4.0,2.8698695,3.0,1.0,4.0,1.0,3698.6514,0.0,31.678473
34.25746,6.0,10.019999,4.0,3.0,4.0,1.0,0.0,0.0,38.576828
38.176907,3.0,7.8212852,4.0,0.0,4.0,1.0,447.23972,1227.5358,62.003624
32.37241,6.0,8.033144,4.0,3.0,4.0,1.0,0.0,0.0,37.005013
35.226387,6.0,10.349623,4.0,3.0,4.0,1.0,0.0,0.0,39.67578
36.614853,6.0,11.079611,4.0,3.0,4.0,1.0,0.0,0.0,41.553177
36.499504,8.0,9.285188,4.0,3.0,4.0,0.0,0.0,0.0,36.76217
29.640858,6.0,6.7802744,4.0,3.0,4.0,0.0,0.0,0.0,32.655994
35.266922,6.0,10.344715,4.0,3.0,4.0,0.0,0.0,0.0,39.860634
33.635323,6.0,7.2839713,4.0,3.0,4.0,1.0,0.0,0.0,35.00215
34.92563,6.0,10.387833,4.0,3.0,4.0,0.0,0.0,0.0,39.969025
35.69658,6.0,10.580101,4.0,3.0,4.0,1.0,0.0,0.0,40.730194
35.470013,6.0,10.31209,4.0,3.0,4.0,1.0,0.0,0.0,39.742287
29.224873,6.0,6.875696,4.0,3.0,4.0,1.0,0.0,0.0,32.92743
36.831276,6.0,11.067008,4.0,3.0,4.0,1.0,0.0,0.0,42.106644
0.0,0.0,0.0,0.0,0.0,4.0,1.0,27031.86,0.0,0.0
36.237003,6.0,10.527609,4.0,3.0,4.0,1.0,0.0,0.0,40.730255
34.60959,6.0,10.20532,4.0,3.0,2.0,0.0,0.0,0.0,39.257412
35.410576,6.0,10.338118,4.0,3.0,4.0,1.0,0.0,0.0,39.80858
35.98256,6.0,10.79627,4.0,3.0,4.0,1.0,0.0,0.0,41.0077
39.54016,3.0,8.890483,4.0,0.0,1.0,0.0,835.90314,994.6543,57.291702
30.502644,6.0,7.352076,4.0,3.0,4.0,1.0,0.0,0.0,34.584908
16.835445,1.0,0.0,3.0,1.0,4.0,1.0,7432.9526,0.0,28.308767
37.019897,6.0,11.328338,4.0,3.0,4.0,1.0,0.0,0.0,42.43004
31.75519,6.0,7.73559,4.0,3.0,4.0,0.0,0.0,0.0,35.965004
30.924297,8.0,7.845439,4.0,2.0,4.0,1.0,0.0,0.0,28.525793
30.145128,6.0,7.0684295,4.0,3.0,4.0,1.0,0.0,0.0,33.785416
36.384186,6.0,11.147649,4.0,3.0,4.0,1.0,0.0,0.0,41.74762
33.629974,6.0,8.933444,4.0,3.0,4.0,1.0,0.0,0.0,39.268974
29.06909,6.0,6.8889284,4.0,3.0,4.0,1.0,0.0,0.0,33.297752
35.730003,6.0,10.7259655,4.0,3.0,3.0,0.0,0.0,0.0,40.904568
31.023508,6.0,7.502221,4.0,3.0,4.0,0.0,0.0,0.0,35.223595
29.249844,6.0,6.852633,4.0,3.0,4.0,0.0,0.0,0.0,33.266216
30.435509,6.0,7.2722583,4.0,3.0,4.0,1.0,0.0,0.0,34.395584
34.00989,6.0,9.915192,4.0,3.0,4.0,1.0,0.0,0.0,38.35025
27.426378,4.0,2.8569534,3.0,1.0,4.0,1.0,3875.2903,0.0,32.169647
35.575462,6.0,10.31307,4.0,3.0,4.0,1.0,0.0,0.0,39.726845
35.503815,6.0,10.54143,4.0,3.0,4.0,1.0,0.0,0.0,40.141663
23.762346,7.0,3.604997,0.0,3.0,4.0,1.0,889.34814,0.0,23.799526
35.3618,6.0,10.205654,4.0,3.0,4.0,1.0,0.0,0.0,39.407204
30.354013,6.0,7.2622943,4.0,3.0,4.0,1.0,0.0,0.0,34.357285
32.994667,6.0,9.703038,4.0,3.0,2.0,1.0,0.0,0.0,37.384903
33.402752,6.0,9.38904,4.0,3.0,4.0,1.0,0.0,0.0,36.796577
29.818172,6.0,7.41485,4.0,3.0,1.0,1.0,0.0,0.0,34.324272
32.383728,6.0,8.1757555,4.0,3.0,4.0,1.0,0.0,0.0,37.500717
30.21916,6.0,7.1888857,4.0,3.0,4.0,1.0,0.0,0.0,34.03544
34.059456,6.0,9.611158,4.0,3.0,4.0,0.0,0.0,0.0,37.58683
34.037613,6.0,10.269342,4.0,3.0,2.0,0.0,0.0,0.0,38.790558
34.850765,6.0,10.122015,4.0,3.0,4.0,1.0,0.0,0.0,39.124916
30.032078,6.0,8.472657,4.0,3.0,2.0,1.0,0.0,0.0,33.134285
31.742989,6.0,8.021693,4.0,3.0,4.0,0.0,0.0,0.0,36.758934
34.982857,6.0,9.382182,4.0,3.0,4.0,1.0,0.0,0.0,37.112602
31.835903,6.0,7.9443545,4.0,3.0,4.0,0.0,0.0,0.0,36.53522
17.063824,1.0,0.0,3.0,1.0,4.0,1.0,7415.3447,0.0,28.388678
33.87988,6.0,10.066655,4.0,3.0,4.0,0.0,0.0,0.0,38.38491
32.503586,6.0,6.8965607,4.0,3.0,2.0,1.0,0.0,0.0,33.360413
31.454884,6.0,7.7946153,4.0,3.0,4.0,1.0,0.0,0.0,36.01776
32.364983,7.0,6.7486734,0.0,1.0,4.0,1.0,0.0,0.0,26.4373
30.154852,6.0,7.206233,4.0,3.0,4.0,1.0,0.0,0.0,34.128304
33.438026,6.0,9.404993,4.0,3.0,4.0,1.0,0.0,0.0,36.832977
34.605957,6.0,10.06889,4.0,3.0,4.0,1.0,0.0,0.0,38.830307
39.68486,3.0,8.689753,4.0,0.0,4.0,1.0,794.13666,985.9944,55.785248
27.501816,11.0,5.417565,0.0,3.0,4.0,1.0,0.0,0.0,25.003569
32.37594,6.0,9.015142,4.0,3.0,4.0,1.0,0.0,0.0,35.70466
26.552114,13.0,5.2734356,0.0,1.0,4.0,1.0,0.0,0.0,25.014183
34.19097,6.0,10.053474,4.0,3.0,4.0,1.0,0.0,0.0,38.7558
31.871824,6.0,8.0739355,4.0,3.0,4.0,1.0,0.0,0.0,36.810173
33.897644,6.0,9.816984,4.0,3.0,4.0,1.0,0.0,0.0,38.05883
34.426086,3.0,6.667841,4.0,0.0,4.0,1.0,51.603718,1353.195,62.012306
44.623413,3.0,10.219204,4.0,0.0,2.0,1.0,930.8743,834.423,54.887505
24.322739,4.0,3.5565753,3.0,1.0,4.0,1.0,1829.4587,0.0,28.536375
27.541046,4.0,2.7933242,3.0,1.0,4.0,1.0,3879.5527,0.0,31.927399
28.71033,6.0,6.8467355,4.0,3.0,4.0,0.0,0.0,0.0,33.021317
30.611212,6.0,7.2753305,4.0,3.0,4.0,1.0,0.0,0.0,34.376793
18.850864,1.0,0.0,3.0,1.0,4.0,1.0,7353.161,0.0,28.886229
35.670082,6.0,10.683328,4.0,3.0,4.0,1.0,0.0,0.0,40.959435
31.14424,6.0,7.684939,4.0,3.0,4.0,1.0,0.0,0.0,35.441574
28.543194,11.0,6.090409,4.0,3.0,4.0,1.0,0.0,0.0,27.013277
32.991806,6.0,9.600658,4.0,3.0,2.0,1.0,0.0,0.0,37.079704
29.92911,6.0,6.8425374,4.0,3.0,4.0,1.0,0.0,0.0,33.097065
32.82302,6.0,8.118934,4.0,3.0,4.0,1.0,0.0,0.0,37.311623
34.011017,6.0,9.599073,4.0,3.0,4.0,0.0,0.0,0.0,37.558884
40.60641,3.0,9.3223,6.0,0.0,4.0,1.0,440.04123,1078.3861,60.53875
31.997967,6.0,8.143879,4.0,3.0,4.0,1.0,0.0,0.0,37.088287
35.732597,6.0,10.559666,4.0,3.0,4.0,1.0,0.0,0.0,40.419846
