X1,X2,X3,X4,X5,X6,X7
0.26404154,-0.6190292,1.2366275,-3.5716035,0.12302357,38.209442,61.82382
0.8373068,0.67588013,1.1027117,-1.2107067,0.5633065,56.08544,43.891575
0.7215259,2.1426737,-0.9758691,3.990701,0.8631565,61.678047,38.335697
0.7790561,1.3254536,0.19410984,1.218436,-0.2275647,53.917366,46.11233
0.75148004,1.0353296,0.578619,-0.115354344,0.5451926,43.839607,56.169346
0.7669647,0.8591337,0.32900327,-0.57102436,0.57206076,51.7288,48.273254
0.30772784,0.3500141,1.4663627,-2.436849,0.5046066,54.42514,45.574833
0.7107262,1.3294207,0.14686643,1.0484148,0.60441005,44.005997,55.994003
0.779915,0.86739635,0.78971297,-0.55667347,0.57126373,51.58298,48.43887
0.75633633,1.4537402,0.013927206,1.6634055,0.67128,51.72336,48.27664
1.0560098,-0.3052263,1.086278,-3.0853,0.21358387,46.333973,53.703556
0.25651792,0.8191365,0.8729468,-1.2439057,0.4329278,30.236004,69.75571
0.8095117,0.991507,0.67091995,-0.1954941,0.5659347,48.64021,51.33669
0.691066,0.5454348,-0.18511678,1.9069304,0.613713,39.709805,60.293728
0.845623,0.92179924,0.7574603,-0.17696308,0.63748264,60.263893,39.736107
0.80588025,1.8939958,-0.51129156,2.8621821,0.7592273,54.859535,45.159786
0.61952865,2.4929833,-1.5592415,5.878265,-0.5434081,55.371708,44.653046
0.8172769,1.1721922,0.41361314,0.7743019,0.6772097,60.277554,39.722446
0.8031287,1.0305282,0.6126856,0.0050693303,0.2252598,50.615402,49.381115
0.9089478,1.0419003,0.64201653,-0.80215603,0.7096318,68.933754,31.064674
0.25531232,-0.4991495,1.9830987,-3.333657,0.16147535,51.420654,48.582207
0.23073444,1.218186,0.34550583,0.7393587,0.6244677,51.025723,48.96894
0.6590165,2.0955992,-1.6020464,4.0729485,0.7592515,47.294346,52.711037
0.26585174,-0.846157,1.1413814,-2.9719183,0.45551372,78.68982,21.350296
0.7253557,1.2670728,0.24739997,0.78477246,0.35728353,43.684288,56.35763
0.81123763,0.97663885,0.66049373,0.0047641546,0.63476676,58.26841,41.73159
0.8625276,0.9775587,0.6782735,-0.40830195,0.691355,66.681694,33.356712
0.7766891,-0.3445236,0.24499659,1.1378181,0.6878756,58.43426,41.63065
0.8308259,-0.20242973,0.95443004,-2.799742,0.18582293,40.714413,59.30206
0.74695665,-0.17943044,-0.11000885,1.9967132,0.67974186,51.040436,48.962265
0.73922294,1.1348963,0.44721073,0.1879849,0.5451698,40.409668,59.590332
0.83862364,0.36319226,1.8344736,-2.219609,0.5575712,62.069122,37.931293
0.72495323,0.81685716,0.36194223,0.3774194,0.54762447,38.80408,61.209904
0.79792106,0.8162455,0.84746325,-0.54115415,0.6233877,60.122948,39.877052
0.7732872,1.1452912,0.4154492,0.5435861,0.6336087,52.976246,47.023754
-0.3737274,1.6165987,-0.20211782,1.8079159,0.5698519,31.339668,68.65525
0.74932194,1.2290239,0.31231737,-0.03487089,0.6030634,47.696922,52.29829
0.625203,0.68852246,-0.82817906,3.6568463,0.72393477,44.16308,55.85224
-0.16972716,1.0345916,0.57947075,0.047373608,0.5922557,50.81045,49.19349
0.8166071,1.2112525,0.36441332,0.8978088,0.6706631,58.138683,41.8744
0.7373442,-0.31945297,-0.022418335,1.6860651,0.6556581,49.033337,50.986767
0.28072494,1.6887743,-0.30314606,2.504135,0.6967108,49.44555,50.568146
0.15374804,0.7730228,0.10603766,-0.4140877,0.25351065,57.87757,42.108288
0.6391364,1.9227177,-0.67562044,3.1000369,-0.8597722,34.12594,65.89951
0.7854198,1.0115601,0.2125371,0.07083388,0.6198859,55.094234,44.90877
0.646323,-0.1131645,0.6960983,-2.0536387,0.22021687,47.300194,52.72295
0.7334578,1.5882564,-0.17011763,2.0965307,0.67091477,48.33619,51.66381
0.7877327,0.6360443,1.086436,-1.3554622,0.5529517,54.520237,45.517113
0.2546621,-0.74418056,1.1321281,-2.989467,0.94988316,73.27277,26.766163
0.77171004,0.4028003,0.11513226,1.5006479,0.7054213,58.34791,41.649128
0.7300584,0.9820407,-0.14942381,-0.30765098,0.5373514,42.891838,57.111385
0.60368264,2.0892386,-0.94854254,3.72252,0.69247997,37.175648,62.834846
0.22977544,0.41620165,1.0731186,-2.9312036,0.21400401,60.584923,39.443916
0.23726876,-0.6032222,1.0314171,-2.7618709,0.21552858,68.452,31.573761
0.9033713,1.0349159,0.6333688,0.517185,0.73820573,73.01418,27.02005
0.23566858,-0.3246917,1.1666596,-3.3510408,0.17340478,41.125008,58.874992
0.79331887,1.5558672,-0.10353865,2.208939,-0.7439498,59.371685,40.641724
0.79356664,1.2979472,0.24081396,1.1694242,0.6734673,56.81812,43.162373
0.7143581,1.3541241,0.14042662,1.132936,0.581992,40.07286,59.954918
0.80242187,1.5480274,-0.09661974,1.7549608,0.755377,61.806797,38.21423
0.75800097,1.255084,0.28081095,0.84459513,-0.64157975,48.845737,51.15376
0.7152794,1.7668176,-0.9689189,2.7429454,0.6923162,46.769936,53.252117
0.75493044,1.3083323,-0.6115677,1.0629504,0.6313099,49.54047,50.464123
0.8003924,1.23113,-0.48783058,1.080308,0.7110924,62.706566,37.357716
0.6963513,1.4507428,-0.0021230727,1.3621562,-0.48680037,38.585873,61.4287
-0.67420655,2.0028543,-0.6838867,3.9543598,0.8314915,62.121002,37.895145
0.77939934,0.26948178,1.5909673,-3.3666265,0.42109942,43.28061,56.75028
0.72520655,1.2401712,0.3118481,0.48588532,0.54012454,36.068413,63.931587
0.7616085,0.69803166,0.98398143,-1.4551041,0.55470896,52.53349,47.46877
0.75074184,1.4705877,-0.0049454123,1.229265,0.65139097,48.434105,51.57973
0.77283037,1.2978972,0.2282186,0.9500586,0.64840364,52.55246,47.41565
0.6166237,0.87392694,-1.577714,5.8637977,0.8573965,49.848663,50.117092
0.7880751,0.32636052,1.4925119,-2.575741,0.48934355,52.006466,48.015972
0.25741047,-1.5241237,1.1856544,-3.2796495,0.16545337,55.23893,44.803722
0.7792144,1.4768786,-0.0028770715,1.1352398,0.68951976,54.03418,45.986755
-0.6743408,1.8804557,-0.5625493,3.0406282,0.67148376,41.342587,58.654633
0.7597631,0.939375,0.54477686,-0.49097186,0.5330106,42.962257,57.059124
0.70023924,1.2990927,0.2045763,0.9787208,0.559643,38.781635,61.20501
0.68847513,1.5918523,-0.19934614,2.0046248,0.63924783,42.841362,57.158638
0.6813582,1.7515752,-0.40242547,2.2289133,0.63444686,38.052917,61.940723
0.6835856,1.5003126,-0.06049998,1.7036549,0.57413644,35.00866,65.02857
0.82146716,0.6136628,1.1315601,-1.3682489,0.5738338,57.97513,42.068676
0.77416867,1.130015,0.44075978,0.022517664,0.62866926,53.52209,46.520306
0.94974667,0.50837535,1.3187572,-1.2232212,0.7202585,83.10973,16.891716
0.56822383,0.4463799,-0.39205343,0.85558933,0.2823766,52.390602,47.626602
0.69126767,1.3786708,0.08121018,1.1735549,0.594887,41.89733,58.10267
0.75837255,1.2476473,0.28221208,0.87389547,0.6326713,51.232098,48.7992
0.78627187,1.3831216,-0.29061133,2.719591,0.75857973,58.638233,41.373657
-0.3134769,2.3689635,-1.3801701,5.409721,0.8760424,56.093918,43.914303
0.74680567,1.5273255,-0.09849949,1.9897316,-0.9945609,53.269585,46.7603
0.707853,1.537828,-0.11313321,1.9088149,0.6215902,42.20332,57.85512
0.74738264,0.7827372,1.1416782,-1.0374693,0.5111322,44.10531,55.8941
0.68993723,1.4587097,-0.00399895,1.3317521,-0.48999116,36.299076,63.69266
0.75912726,1.9293061,-0.6153334,3.5845003,0.78750813,56.789864,43.210136
0.55423605,0.80525845,0.8615104,-1.0304637,0.49496216,40.735992,59.258213
0.80807066,-0.17280471,2.1087906,-4.153873,0.17053667,63.578796,36.421207
0.21635212,-0.15714453,1.0104909,-2.995426,0.17589945,35.068268,64.94786
0.7349079,0.86647004,0.78481144,-0.7925593,0.7574852,41.0566,58.98882
0.8107375,0.7674899,0.9458977,-0.90163106,0.5664303,54.02119,46.004467
0.7550759,1.6788919,-0.28967577,2.5886319,0.73100543,54.340206,45.659794
0.76777935,1.229505,0.31690478,0.7786934,0.62342143,50.172028,49.827972
0.8294411,1.5903425,-0.122486725,2.41563,0.7696949,63.757626,36.284863
0.8582383,1.2688094,-0.45816714,1.2728368,0.7366381,66.91108,33.075474
0.71136653,1.0211258,0.56658024,-0.2273355,0.5229801,40.063396,59.94216
0.44763014,0.21527256,1.648587,-3.269113,0.39430806,40.615364,59.41304
0.21882272,-0.22077237,0.8852832,-2.5167084,0.20192307,51.81823,48.1691
0.1988068,-0.014599796,0.71690047,-2.1861079,0.19283274,38.788723,61.2085
0.8654381,0.3715744,1.487493,-2.3198075,0.52596277,57.63329,42.34756
0.7104133,0.8473379,0.7797058,-0.83280617,0.5092381,41.31097,58.68903
0.20040242,-0.012149677,0.8265216,-2.4839787,0.18344964,31.570564,68.40602
0.55796283,2.1791518,-1.1371423,4.2614245,-1.1610235,37.354553,62.678898
0.7497877,0.85025084,0.48479325,-0.56891733,0.5784606,52.70203,47.29493
0.46110335,0.8020458,0.85482705,-0.96374875,0.512069,43.787014,56.237427
0.7023878,0.9300255,0.6773422,-0.60409397,0.49996588,38.09794,61.92261
-0.26872274,1.3010815,0.21811013,1.0125089,0.6256461,48.69888,51.316032
0.7139224,1.6551161,-0.275537,2.3566692,-1.2904403,48.114002,51.88868
0.7209954,0.11816794,-0.552286,3.2116787,0.74613166,52.38618,47.625313
0.7942873,-0.1982337,3.666808,-4.5679307,0.39511052,50.397053,49.62982
0.2396736,-0.29170322,1.7837253,-3.4268694,0.15222916,35.88548,64.126755
0.14215726,0.91271585,0.7485494,-0.22956966,0.627356,58.987286,41.03998
0.7083972,1.5400559,-0.09744246,1.6505946,0.59421927,37.13215,62.914722
0.73349565,1.6120198,-0.1948634,2.1478822,0.66268265,47.100327,52.89285
0.7420916,0.714098,0.9917737,-1.8691198,0.4687373,40.452953,59.536495
-0.11356998,1.3300042,0.18949567,1.4885149,0.7395612,64.64629,35.391075
0.68499,1.8993031,-0.6114125,3.217831,0.70329523,44.702423,55.297577
0.20036915,-0.13057835,0.6860197,-2.0213084,0.20832752,48.046574,51.95911
0.736556,0.66549784,1.0645579,-1.8072804,0.4412524,36.406628,63.625153
0.8373771,0.49846822,1.2911261,-1.8033572,0.5733159,61.300713,38.723114
0.7079827,1.5291147,-0.096442476,1.7005265,0.6157167,40.570488,59.46998
0.7219515,0.9512238,0.65800995,-0.44546646,0.5267506,41.841503,58.158497
0.7886765,0.2766596,1.5717099,-2.8702204,0.5113834,47.822556,52.232788
0.7078463,1.4294647,0.07135527,0.8607437,0.5455688,31.698536,68.31353
0.095242485,0.34516215,-0.6159367,1.5801523,0.3054993,68.89114,31.1039
0.7098797,1.1236079,-0.25644487,0.12450047,0.53109205,38.245518,61.77339
0.7241501,1.3550498,0.13067739,1.1509676,-0.07178291,45.34764,54.654957
0.6583553,1.9141722,-0.71728796,3.2848592,0.7489222,49.678516,50.36429
0.20285878,-0.72200906,0.7128765,-1.9048569,0.2408197,69.95714,30.065815
0.71707773,1.4420414,0.0021366924,1.5431527,0.6425527,47.210205,52.789795
0.73258656,0.6722346,1.0237803,-1.4772584,0.48637834,42.60051,57.408783
0.8244946,0.89439267,0.76398957,-0.17809306,0.28129315,63.986454,36.08946
0.30213836,1.0626123,0.5642831,0.25489062,0.6294642,56.138836,43.8685
0.60534734,2.4010854,-1.3989573,5.2586713,0.80592704,45.124104,54.875896
0.76903427,1.2494105,-0.5566447,0.9898427,0.6648723,55.614468,44.407005
0.83562136,0.7864179,0.9144362,-1.1904873,0.62661797,61.8532,38.148266
0.7442533,0.7297477,0.9680108,-1.276933,0.49639627,42.593597,57.406403
0.78006864,1.6618419,-0.23097332,2.436077,-0.5025978,52.398388,47.59628
0.34922856,0.86164325,0.809102,-0.38158005,0.6288333,60.465008,39.52956
0.33319154,-0.8395604,1.1636754,-3.0501287,0.17689851,76.338936,23.739239
0.82879496,1.0954436,0.1518038,0.38471603,0.64000183,56.706097,43.33586
0.68207484,1.8649702,-0.5995222,3.1927342,0.72027105,47.62564,52.37436
0.80318934,-0.2547128,1.5659955,-2.708061,0.49802357,55.4333,44.590305
0.7182058,0.73279804,0.9756858,-1.6651067,0.43541133,33.14555,66.86926
0.7478271,0.69812495,1.006142,-1.3888614,0.78279036,42.85085,57.133312
0.78982794,0.44090468,1.3335462,-2.5947616,0.5299817,55.645546,44.385
0.80032754,1.1510681,0.43255472,0.6006758,0.6463953,55.93047,44.07488
0.7862365,1.2488054,0.29180926,0.98991114,0.6668445,56.236744,43.763256
0.7474916,1.4690269,-0.29275236,1.574231,0.63127303,46.050434,53.9504
0.6917238,1.9937919,-0.7395705,3.5147142,0.73815167,47.563236,52.433777
0.7307482,1.5086756,-0.07401289,1.8132128,0.6610826,48.735115,51.25877
0.91855246,0.38902318,1.2007905,-1.1080415,0.6694703,73.25409,26.77584
0.7853497,0.7287616,0.97661656,-1.1135159,0.53952885,50.245552,49.783527
0.63934106,2.0847301,-0.9814871,4.2213273,-0.76740503,52.190475,47.816017
0.8230454,1.1591212,0.4228565,0.7570829,0.6885109,60.522682,39.477318
0.8042277,1.4885523,-0.012514964,2.0409172,0.7324578,60.10349,39.931454
0.5093435,2.3442376,-2.64222,4.830823,0.72514886,33.48936,66.510895
0.6732449,1.5330191,-0.13344182,1.7301534,-0.7106131,40.169777,59.84853
0.8424075,0.65920186,1.0956581,-2.0598845,0.5813195,58.52455,41.45813
0.7627013,1.6954548,-0.9629485,2.6450555,0.732518,54.89287,45.13761
0.6126216,2.4667444,-2.2035546,5.6955013,0.86625785,52.4431,47.56525
0.20915984,-0.21541592,0.84759945,-2.5179393,0.20413572,40.447025,59.553753
0.71232855,1.5168482,-0.08607043,1.7257063,0.627022,43.647068,56.344456
0.59977233,2.2185793,-1.178345,4.6244183,-0.62991965,47.117596,52.89401
0.78891003,1.1859912,0.401668,0.53880435,0.5992394,48.067158,51.932842
0.1992961,-0.23550715,0.8307846,-2.3484902,1.3170555,53.12687,46.958157
0.7374042,1.2163296,0.32894385,0.57411474,0.5741581,43.736996,56.28268
0.69453186,2.2295709,-1.157377,5.0386553,0.9049618,63.87848,36.12152
0.7630334,-0.07460211,2.8381107,-4.5371776,0.3070569,33.18865,66.786446
0.72842526,1.0641139,0.32785204,-0.0026213378,0.54490685,43.13725,56.857864
0.7238966,1.3191838,0.19018196,0.9114781,0.57760125,41.250694,58.749306
0.7748366,0.05590703,0.99044186,-1.2015855,0.5208235,48.21471,51.778522
0.83878994,1.3074206,0.25274092,1.288834,0.097078726,61.131214,38.906567
0.1998209,-0.24310593,0.9370097,-1.6880453,0.21657819,59.406082,40.561375
-0.29693097,1.0562521,0.5092382,0.0066220313,0.5561621,44.01118,56.01865
-0.29909712,0.86454123,0.84137255,-0.29649913,0.65700203,64.95364,35.04507
-0.20995586,1.9906214,-0.8024085,3.7088165,0.747788,47.813972,52.23958
0.89058983,1.0592512,0.5869037,-0.123248264,0.73711026,71.67838,28.328796
0.80118847,1.6484541,-0.20302172,2.4262776,0.72118235,55.06513,44.9414
0.7620954,1.3150817,-0.56589586,1.2641786,0.68309546,56.20509,43.84158
0.83942354,-0.7042856,1.2391813,-1.5854813,0.5778768,60.9163,39.098797
0.24854818,1.2226692,0.3214895,0.9418034,0.67865217,58.356976,41.704117
0.74326503,1.4138873,0.06626229,1.4028248,0.15123656,47.084385,52.909374
0.78865796,1.4833064,-1.0811511,1.9212992,0.7208449,58.624264,41.399235
0.006708395,2.082213,-0.8284356,4.376912,0.8738699,65.603096,34.426147
0.1121651,1.5908507,-0.20376332,2.2214515,0.7005373,52.129326,47.85249
0.6626911,1.2943684,0.17493956,0.7620298,0.5512847,37.165485,62.858414
0.7744492,0.5158275,0.005946979,1.7921278,0.6978915,55.752052,44.311024
0.7531261,1.307551,0.22592925,0.88482946,0.5847796,42.615643,57.36617
-0.31364954,0.8013827,0.84065443,-1.1858664,0.45655626,33.530487,66.51912
0.78229207,0.91058636,0.75804895,-1.1940922,0.5522038,47.073597,52.90764
0.23214653,-0.38385636,1.1419845,-3.219669,0.8526627,48.189667,51.77052
0.8123413,0.72442424,0.9864709,-0.96783644,0.58648723,57.36302,42.66328
0.8214027,1.8540041,-0.48214144,3.4976752,0.83778805,66.88515,33.109787
0.2645274,-0.7008836,1.1769612,-3.1649468,0.18170166,66.73504,33.322742
0.7539666,1.1122302,0.50083137,0.028176501,0.3254887,37.98927,62.03487
0.7187829,1.3587574,0.15678392,1.0888107,0.6221981,47.348408,52.687634
-1.1655099,-0.16389902,-3.869505,8.188591,-0.55888563,36.635002,63.38992
-0.1434176,0.5804546,1.1631325,-1.8393977,0.46811187,42.60803,57.38825
0.73073995,1.4609503,-0.45576328,1.4298548,0.595572,41.08622,58.903984
0.35205552,0.45838416,1.3292348,-2.0903556,0.50749624,51.841442,48.19735
0.58914906,2.3374615,-1.3449838,5.065142,-1.2193433,46.33959,53.703606
0.762945,0.8544415,0.13670479,1.3373955,0.6649717,53.13107,46.85873
0.76514375,0.5565197,1.0990397,-2.128776,0.42379498,35.310307,64.736946
-0.14399898,1.4434634,0.02559416,1.4377856,0.6133164,43.84887,56.15251
0.70405906,1.4433867,0.009525403,1.3983274,0.59951663,41.59767,58.4124
0.74329245,1.8510573,-1.4196812,3.2736242,0.76783514,56.048035,43.948868
0.74292755,1.0611943,0.50512636,0.20690747,0.6088497,51.996784,48.040073
0.7625473,0.45459157,1.2914082,-2.0164053,0.52718693,54.04965,45.986317
0.7643579,-0.5985876,-0.3358001,2.7490132,0.7374549,54.93159,45.084263
0.7479393,1.5294824,-0.08326568,1.887356,0.66539645,49.254593,50.72432
0.7989394,-0.23422073,-0.12356354,2.2201502,0.71881515,56.205025,43.83437
0.7583054,1.2262177,0.30537444,0.4842519,0.63434666,51.85586,48.124557
0.76659197,0.3721909,1.3366915,-2.4842865,0.47228172,48.5722,51.44419
0.76222146,0.8725552,0.7984322,-0.7627174,0.30152133,42.302536,57.72825
0.71421224,1.1745105,0.39034843,-0.14198679,0.51887524,35.25924,64.748116
0.8004431,0.30106992,1.5325751,-3.3853118,0.48181936,52.20058,47.785236
0.6493905,1.6958399,-0.32687312,2.0509295,0.566208,28.038229,71.96177
0.7963351,1.3578874,-1.1817567,1.421828,0.69182813,57.8825,42.136192
0.046386763,1.340911,0.20192884,1.3837291,0.70082766,59.46454,40.53173
0.7996513,1.2744359,0.26762986,1.1132908,-0.44834942,57.843662,42.138454
0.74091357,1.0048062,0.57615405,-0.027155206,0.5965969,50.486355,49.513645
0.73056245,-0.11810489,2.0339744,-5.7635827,0.36014497,43.09901,56.8838
0.77926576,0.07475327,1.9593948,-3.609403,0.42330265,48.123688,51.884304
0.772859,0.5891188,1.1773276,-1.856533,0.45408118,41.724995,58.27315
0.6812252,1.3834109,0.11204545,0.86146444,0.07203741,28.564735,71.45769
0.7338693,1.2598072,0.2434458,0.95054513,0.6397264,51.660954,48.29736
0.6475679,-0.5866198,-1.0924547,4.5188093,0.7787891,47.232983,52.774437
0.7424258,1.6772563,-0.28011203,2.4344985,0.6877961,48.579693,51.420307
0.8082055,-0.1820564,3.2256496,-4.573709,0.3892747,48.3134,51.716587
0.8004575,1.5204573,-0.039647892,2.001627,0.7112229,56.95257,43.04693
0.83272135,-0.36325964,1.139053,-1.3774692,0.5619901,56.680958,43.33969
0.80631596,0.47789663,1.306091,-1.9368614,0.53209937,55.585373,44.425
0.72085583,1.5397235,-0.11461194,1.8952043,-0.83262557,47.43104,52.578705
0.71044695,1.416555,0.050445303,1.2853409,0.59252036,41.241478,58.770996
0.66922665,2.1227713,-2.4862604,4.2988734,0.79491365,51.824196,48.19358
0.7702656,-0.30287087,1.1482005,-1.6420486,0.51656836,50.32365,49.702553
0.65811527,1.2437203,0.2859161,0.22473855,0.46179187,23.286343,76.67781
0.66304106,1.8606266,-0.58766717,3.0419393,0.68604314,42.272385,57.749065
0.6927091,1.6102306,-0.21587868,2.0470507,0.6352446,41.97105,58.02895
0.7410632,1.2462783,0.27636456,0.79184574,-0.56854403,47.38491,52.624924
0.23596197,-0.4206508,1.0999421,-2.9590278,0.20972568,65.70836,34.321434
0.7807076,1.0488375,0.5476293,0.22920397,0.62324375,54.71184,45.316105
0.7354316,-0.17432006,0.77546746,-0.8134238,0.4894325,37.615303,62.41954
0.7028072,0.83861554,0.8325942,-1.3055354,0.42197227,28.505875,71.48743
0.64524543,2.2696798,-1.8443291,4.963363,0.8427094,54.177174,45.8276
-0.2322593,0.46950352,1.319721,-2.1346838,0.489528,48.227615,51.82819
-0.068732955,2.1491022,-0.98075813,4.129633,0.7294371,41.68265,58.3554
0.768305,0.92321414,0.6973116,-0.27749604,0.21730869,53.76883,46.244305
0.7793183,1.4830269,-0.0044867545,1.8228098,0.68254566,53.079166,46.966946
0.75445735,1.193692,0.350424,0.6768181,0.4691998,51.48059,48.52657
0.7049761,-0.19671284,2.145443,-4.403252,0.4398415,56.585,43.430466
0.7508832,1.6469527,-0.23657669,2.3599052,0.6947588,50.425533,49.574467
0.74991345,0.1963558,1.6740227,-3.3896687,0.36561972,36.340183,63.682407
0.7266494,1.6273518,-0.21370281,2.1500413,-0.505138,44.640915,55.319904
0.7753547,-0.14411747,2.731049,-4.1828394,0.44737986,57.37608,42.63193
0.7301991,1.2760823,0.23920976,0.8234661,-0.6460446,44.073605,55.874786
0.77608746,0.49847215,1.2665274,-1.9902393,0.8892198,49.38251,50.654152
0.70929945,1.6088142,-0.16178896,1.7885218,0.57774603,32.621243,67.37876
0.7573773,1.5817212,-0.15455426,2.1828213,-0.5204942,53.44166,46.605465
0.5963543,2.1389277,-1.6491491,4.3350015,0.7767502,47.137238,52.889378
0.824756,-0.83292747,1.6340309,-2.704526,0.55449617,64.94719,35.05061
0.6057529,0.34426084,-1.2977622,4.9362135,0.7757486,42.812183,57.236156
0.5787404,2.1570494,-1.1094894,4.2914386,-0.7941342,42.234547,57.781784
0.82990026,0.9835568,0.6730372,-0.020693228,-0.32664633,57.06981,42.924793
0.21373609,-0.3506164,1.5765944,-2.3064928,0.21646029,58.72519,41.278847
0.7887056,0.646503,1.0748153,-1.3389521,0.548018,53.513752,46.49352
-0.95290893,1.2405988,0.2831155,0.84228486,0.62857187,50.552902,49.43138
0.785467,-0.18028015,2.10816,-6.2807918,0.45539877,58.81106,41.200195
0.78842616,0.9138593,0.60337967,-0.31502706,0.5975393,54.960415,45.048325
0.6590622,2.0479236,-0.83759326,3.741883,-0.63092035,41.904083,58.107086
0.71124613,1.7132674,-1.3514128,2.636142,0.70886487,49.978676,50.040936
0.69471633,1.8730954,-0.61877966,3.319778,0.74764013,51.583332,48.46026
0.7633025,1.6862184,-0.2686292,2.4730785,0.69384205,49.677555,50.322445
-0.8826489,2.4818223,-1.5169418,5.559785,0.81523705,44.837605,55.166256
-0.58677185,1.6650673,-0.20949359,2.6669786,0.77563053,62.726868,37.304726
0.7199293,1.2156999,0.30152726,0.629021,0.5884088,44.93584,55.091263
0.8705365,1.1302232,0.4746619,0.16292639,0.75531113,72.544304,27.407688
0.674815,1.7750586,-0.4594519,2.6936805,0.6641528,41.932465,58.067535
0.7423048,1.0748715,0.51291746,0.07426019,0.5617089,44.915474,55.084526
0.6864177,-0.50174105,0.8278336,-1.2748706,0.4023685,24.813744,75.16545
0.77576137,0.17307416,0.1969152,1.2283092,0.66938,55.216366,44.787704
0.7345534,-0.6353328,0.6263135,-0.21298914,0.5761076,49.253246,50.77198
0.64605033,0.23795314,-0.683683,3.2869413,0.7078817,44.557423,55.458824
0.5623464,2.1071045,-1.0633469,3.9862952,0.74415416,42.918663,57.146473
0.80058897,0.49760962,1.2977749,-2.0382357,0.9990093,48.422638,51.588413
0.8087075,0.7886873,0.9202138,-0.8594393,0.5591595,52.402897,47.597103
0.7499979,-0.13115792,2.0761886,-6.510272,0.34861577,41.06462,58.945816
0.8112613,0.7725436,0.91507554,-0.7142829,0.6139471,59.93384,40.06616
0.7110968,1.4478806,0.033985004,1.2563417,0.56682795,35.53278,64.47639
0.653082,1.3195652,0.0018454432,0.66239804,0.51367295,29.186,70.80043
0.7623299,0.7126185,0.9922519,-1.2695303,0.50781417,46.00861,53.989567
0.77448136,-0.06366869,1.1974882,-1.7798258,0.5100409,50.128555,49.922565
0.83549416,0.62679917,1.1259727,-1.2600899,0.59276617,61.091713,38.907032
0.7854958,0.63725775,1.0831537,-1.3632855,0.48413444,53.82565,46.177242
0.809174,0.60583484,0.8084761,-1.501406,0.54191107,53.47027,46.553318
0.73083115,0.78093976,0.8533386,-0.8745915,0.5536091,50.03444,50.03743
0.802354,1.3804318,0.12978868,1.5523281,0.7093737,59.65,40.33875
0.5521471,2.2169707,-1.1865385,4.341694,0.70708144,34.44677,65.55323
-0.5426787,1.723019,-0.3672018,2.6354291,0.69993067,48.852577,51.153385
0.8060753,1.2404298,0.31787562,0.98518246,0.67557526,57.931213,42.068787
0.75114435,1.1916747,0.335243,0.73684996,0.64315325,53.144997,46.855003
0.24257842,-0.4095577,1.9281938,-3.3307874,0.18101628,47.362434,52.614754
0.75542283,0.5046306,-0.15684636,2.1620605,0.694667,52.09021,47.931538
0.09266169,1.1606008,0.41136277,0.18863626,0.5227248,36.337143,63.69804
0.78091764,1.6483344,-0.92853177,2.5678632,0.7554092,59.074715,40.960857
0.26228917,-0.52477705,1.2092195,-3.3711765,0.692434,51.956764,48.089787
