SproutN,BunchN,ShootL,NodeN,SPAD06,SPAD07,SPAD08,LWC,ChlA,ChlB,Carot,Anth,Phenol
0.5850331,0.439427,0.46004194,0.53535795,0.40715167,0.58116686,0.65604526,0.7129995,0.4309215,0.4134213,0.4854681,0.47914016,0.5431656
0.3175168,0.75084096,0.4111628,0.36205992,0.22633147,0.37703994,0.5059355,0.6650846,0.40333506,0.14092386,0.18065721,0.50861144,0.6393082
0.66257894,0.32110813,0.57715034,0.63716763,0.6452443,0.7076453,0.7212836,0.75454557,0.5758288,0.3616425,0.50681686,0.36725244,0.37466353
0.367935,0.8704727,0.50946176,0.40504202,0.36687317,0.4670899,0.62558645,0.6101995,0.6241156,0.52823365,0.37487388,0.56150746,0.6847359
0.67510206,0.32369342,0.52088577,0.59846467,0.51801676,0.5712474,0.67814523,0.4962988,0.6742321,0.3539079,0.6697329,0.42377275,0.4147026
0.33211765,0.6364467,0.7165738,0.51405764,0.3095315,0.55166817,0.6280738,0.31045914,0.6066574,0.54543734,0.5804248,0.47508535,0.49149686
0.526045,0.42514414,0.45087737,0.442713,0.55703866,0.503539,0.57805634,0.7233604,0.55566597,0.4958281,0.48508555,0.4013381,0.36116967
0.62726116,0.51825106,0.4185971,0.49974376,0.4021446,0.44113603,0.47311753,0.43687147,0.4880019,0.71231616,0.73758507,0.5797627,0.552235
0.5121935,0.73401845,0.5015887,0.3745319,0.32967633,0.3537712,0.65497905,0.5910406,0.5411942,0.2678929,0.28936088,0.5082565,0.60489684
0.77301395,0.40391985,0.4626931,0.7552301,0.53857726,0.71153104,0.67519766,0.36867434,0.49391997,0.4990692,0.87499285,0.5200355,0.5685343
0.585582,0.39183566,0.52573997,0.6679458,0.38338774,0.6635692,0.56744736,0.47022486,0.43917283,0.5070774,0.70713794,0.53331053,0.57161725
0.46855792,0.65124,0.6627076,0.5775767,0.5888985,0.5697502,0.46681368,0.40687382,0.48129082,0.4664048,0.4523515,0.5563112,0.53739953
0.5616274,0.5124583,0.3915,0.49924487,0.5166605,0.51167125,0.5289348,0.60023266,0.5803982,0.61662835,0.62920636,0.562161,0.55954325
0.59970564,0.32908624,0.5407242,0.60721004,0.609836,0.5835742,0.5089346,0.4093954,0.592188,0.5659918,0.75194883,0.47542548,0.38331673
0.588276,0.7136976,0.6040348,0.4634838,0.5044844,0.39929637,0.5735739,0.41373748,0.4925761,0.4850244,0.39814633,0.68894166,0.7215351
0.55234116,0.5422746,0.33113146,0.46984664,0.49268118,0.4061514,0.239422,0.46466732,0.43164688,0.7032521,0.6969832,0.4809822,0.35749692
0.57799757,0.339786,0.5725254,0.59775406,0.523945,0.59889936,0.56699806,0.52130646,0.48544556,0.56176364,0.61218464,0.63260484,0.6212807
0.5708498,0.7685316,0.53231996,0.35375437,0.27754113,0.30801836,0.7243631,0.46746916,0.707163,0.46598792,0.4960352,0.44641674,0.5108497
0.45435366,0.7850858,0.47956592,0.50245434,0.5748201,0.48984468,0.4707989,0.53054506,0.71805906,0.38301706,0.43018273,0.5528181,0.5873374
0.5052981,0.6453779,0.5856125,0.4455126,0.7119386,0.4495201,0.55888563,0.43868715,0.38865075,0.43189156,0.34164575,0.65630054,0.65361077
0.5118169,0.7503918,0.54496384,0.51975006,0.38020688,0.52526915,0.5194135,0.5281606,0.299012,0.37165377,0.38463628,0.43395486,0.49823552
0.32478076,0.7231565,0.6200411,0.38072625,0.4179025,0.3952682,0.51138073,0.49975926,0.59203136,0.5231718,0.3339429,0.5934931,0.606684
0.405473,0.71780443,0.57057214,0.3833732,0.43383503,0.3436363,0.41163468,0.5149342,0.5910932,0.43878686,0.3306507,0.5237472,0.4988451
0.29940227,0.80372864,0.4506113,0.31463066,0.26905936,0.32529938,0.48030496,0.53329825,0.4327856,0.3999689,0.29192227,0.5143204,0.5704563
0.45332548,0.700679,0.5571836,0.5007648,0.42773876,0.47167873,0.5287631,0.45101935,0.6351286,0.35956243,0.44298616,0.54159254,0.5794117
0.19324169,0.67987144,0.4757092,0.25775224,0.5706831,0.38543293,0.47302836,0.749582,0.41252014,0.32440263,0.10379656,0.48827717,0.4855801
0.5918985,0.44732895,0.4215337,0.55174506,0.6310699,0.5541281,0.52379286,0.6024889,0.52142906,0.54548454,0.5560521,0.70205784,0.7039041
0.58052313,0.7975382,0.48957127,0.4385351,0.41295394,0.32569444,0.34740227,0.4864483,0.4672294,0.4081919,0.36933625,0.5381304,0.53029096
0.58214426,0.76284206,0.5429977,0.49047846,0.5913599,0.47498557,0.6227145,0.4090492,0.52250016,0.52376634,0.497709,0.60142434,0.64268816
0.60829777,0.40452793,0.51912326,0.6618559,0.5054743,0.6591128,0.54790133,0.5202958,0.7113774,0.4838233,0.7503551,0.36567485,0.3418439
0.2667881,0.6921363,0.5415208,0.40278846,0.44315672,0.42000726,0.44523287,0.3600411,0.52090776,0.474438,0.4583723,0.47073218,0.42829698
0.73350525,0.5008354,0.48672336,0.51691765,0.390817,0.5306896,0.6014192,0.93644226,0.38780275,0.3128098,0.32209083,0.27541536,0.29194742
0.5625893,0.4965769,0.4108321,0.4960311,0.33833107,0.46697724,0.4974016,0.42839777,0.42250136,0.6514244,0.72613895,0.52942085,0.52151555
0.44358632,0.7791447,0.46781522,0.30822188,0.5560023,0.31764862,0.41485184,0.7649129,0.36588556,0.35822052,0.0780066,0.60252076,0.6310349
0.4856393,0.7105827,0.50134844,0.49127203,0.4620988,0.41391948,0.4469205,0.22291815,0.36159584,0.43141544,0.50815475,0.670578,0.6678211
0.43445307,0.74892986,0.44657212,0.4304192,0.5518268,0.4344034,0.6060714,0.38354364,0.6436585,0.4024363,0.5131918,0.52544117,0.55486476
0.44340083,0.7902556,0.40897888,0.25753376,0.50170225,0.20577188,0.4888984,0.49535412,0.5683454,0.3989081,0.2926567,0.6131074,0.61681956
0.5550102,0.69167256,0.68013006,0.5635809,0.5179373,0.60359395,0.67880064,0.5594511,0.52668583,0.45806438,0.421915,0.49927393,0.5751054
0.40295663,0.6012072,0.5611921,0.35581738,0.54672855,0.36318344,0.60721725,0.2978497,0.37879243,0.40323016,0.42484468,0.5081257,0.4628157
0.4222472,0.7719665,0.57479376,0.32753983,0.6049618,0.30848762,0.38683808,0.5656755,0.4643625,0.5789078,0.22300977,0.7247418,0.7129164
0.4761614,0.74795943,0.49876016,0.5193575,0.45642292,0.5044884,0.5216542,0.3924026,0.53005624,0.41366223,0.535916,0.46633863,0.49395758
0.6929024,0.8785423,0.44102722,0.46772847,0.3119205,0.36276942,0.4791513,0.61783135,0.50634325,0.3545715,0.36274645,0.47512758,0.5560777
0.50948423,0.70021856,0.6289922,0.47080252,0.34378678,0.42280838,0.4761774,0.572031,0.5409448,0.37010327,0.3280242,0.4752119,0.50011027
0.48119172,0.2761484,0.56787145,0.5790232,0.49106902,0.62678933,0.5948518,0.5469859,0.5397229,0.37618524,0.58602494,0.39493132,0.362996
0.3691153,0.2828713,0.4640354,0.5764782,0.54971683,0.6368892,0.5624236,0.43571413,0.6153178,0.3289083,0.6681789,0.4392349,0.40471837
0.5026547,0.7660031,0.5965659,0.5007468,0.63723993,0.4852625,0.52004683,0.3937899,0.54497075,0.61532706,0.4567554,0.73929465,0.76025385
0.57144517,0.40855515,0.33883768,0.40045485,0.52839345,0.38408652,0.6227169,0.3949082,0.5145829,0.4821859,0.68665516,0.4774481,0.4266861
0.5716568,0.48434737,0.37032276,0.43301117,0.5340563,0.4283363,0.5208188,0.5953494,0.45400023,0.5822014,0.5451824,0.6055119,0.58201224
0.49476144,0.3242156,0.5215425,0.6594431,0.47476035,0.61953217,0.42866433,0.24744664,0.66584027,0.48339003,0.9019432,0.34181938,0.23937038
0.566797,0.42141035,0.46660328,0.6247409,0.7320731,0.680358,0.50266784,0.6308086,0.5810704,0.5605737,0.6527225,0.4200317,0.35487023
0.34093383,0.6431438,0.6233264,0.37389386,0.58605325,0.43916506,0.6526099,0.48008704,0.61521125,0.4766696,0.38066268,0.49217004,0.48018628
0.66316295,0.47089478,0.4740793,0.5234227,0.44527838,0.52140117,0.6553207,0.56842804,0.5615125,0.5998247,0.66127366,0.50539666,0.52776384
0.6015926,0.3770312,0.4848212,0.63749117,0.49009755,0.6207566,0.5328399,0.4208507,0.43185523,0.5106738,0.7344947,0.49650505,0.47745776
0.47960803,0.6976251,0.48991096,0.41694427,0.5062513,0.31227866,0.38641608,0.33317417,0.60482395,0.3867478,0.4577887,0.5666932,0.50690895
0.5875979,0.73805153,0.5940139,0.5437007,0.45963582,0.5140126,0.58506733,0.4563563,0.46820912,0.45410594,0.45569438,0.56679076,0.6290972
0.55435264,0.42536744,0.4076808,0.45741898,0.48979658,0.51466346,0.6902308,0.66679394,0.61409724,0.3861675,0.54172325,0.36125574,0.37375516
0.3477835,0.57327986,0.49121308,0.3912905,0.6420262,0.4115062,0.58881044,0.39353234,0.657959,0.21312636,0.42260337,0.43313083,0.38874832
0.499342,0.69273806,0.5850732,0.56418926,0.4872671,0.5370689,0.53024787,0.38166228,0.5622977,0.41195247,0.51584494,0.54416937,0.5690565
0.35661364,0.55220324,0.6337586,0.5309447,0.61025757,0.5552877,0.55591077,0.26913777,0.54800224,0.36423615,0.52703893,0.5119454,0.46653825
0.3357423,0.7475005,0.5125185,0.4657555,0.26361048,0.43144578,0.42855757,0.37045428,0.5535823,0.40038106,0.47764266,0.5172251,0.5446628
0.41134313,0.6379321,0.6735482,0.5587627,0.48391798,0.62095666,0.7077102,0.37990582,0.7132374,0.46574575,0.60913354,0.3993083,0.42801827
0.50978667,0.64116675,0.4481864,0.4938413,0.65511036,0.42599717,0.47792637,0.097195,0.46672347,0.3864561,0.67262113,0.5261209,0.44370013
0.51493883,0.34770238,0.51552844,0.54365,0.4604196,0.55555993,0.55451787,0.65258354,0.53782976,0.39747402,0.46200964,0.62313163,0.6428435
0.43395138,0.25483784,0.5279662,0.50224894,0.56535584,0.5662788,0.67594075,0.47911853,0.6500946,0.3709744,0.61795694,0.4252856,0.3815277
0.49828026,0.5800489,0.71780527,0.5427326,0.48727947,0.49228224,0.61927277,0.23786199,0.8074759,0.47542894,0.64521277,0.51448405,0.4731878
0.69260114,0.51864254,0.41524273,0.5055713,0.41132388,0.4738609,0.43333393,0.88033503,0.27202952,0.34105074,0.29603457,0.4380313,0.42923635
0.45357278,0.65677816,0.6420492,0.55878294,0.46743074,0.5322999,0.5018511,0.4047073,0.552462,0.42600864,0.4461615,0.62173456,0.64592975
0.40366158,0.5876374,0.66068566,0.27564752,0.592043,0.39122435,0.72870594,0.7994661,0.47903517,0.41218713,0.11572817,0.49852663,0.5366081
0.5195987,0.6588697,0.6348429,0.5068126,0.32435644,0.49587515,0.5936582,0.37174237,0.27841428,0.42276698,0.47347778,0.4283178,0.45392346
0.5007388,0.609502,0.5776836,0.41471893,0.46668464,0.3829502,0.5705838,0.40969163,0.42146617,0.3081522,0.38756925,0.44013348,0.41751152
0.62647045,0.63243777,0.5420303,0.45509872,0.48296845,0.35881677,0.451612,0.39213884,0.41712862,0.31800774,0.45570606,0.30919015,0.22227809
0.6336222,0.40511283,0.48129964,0.54676735,0.42267308,0.54545873,0.59644026,0.6278542,0.55035317,0.3994918,0.5793029,0.34778875,0.34262463
0.3724581,0.6650177,0.6126056,0.53356606,0.5784953,0.5454273,0.5002304,0.26211858,0.6793784,0.5544863,0.65268266,0.45151716,0.38731316
0.68615115,0.37236702,0.56558293,0.5307002,0.36054108,0.5541645,0.6980619,0.674391,0.2580912,0.38730755,0.4773133,0.31328762,0.32500932
0.5590669,0.8820841,0.4898818,0.4950506,0.24180931,0.38257363,0.4729349,0.49968702,0.7059356,0.45406383,0.42132336,0.75744164,0.8885718
0.491797,0.3135032,0.45305455,0.52383476,0.7147937,0.5670799,0.5871628,0.45909137,0.51647806,0.49969316,0.64234364,0.5704938,0.50411016
0.52719915,0.6790648,0.5880199,0.4357962,0.55085176,0.40632778,0.5978445,0.40745795,0.5242642,0.45431086,0.42023587,0.5891937,0.59379923
0.38776848,0.63526964,0.61745423,0.42419705,0.39229926,0.35097164,0.36135453,0.33784235,0.4911733,0.44198495,0.41516197,0.5250508,0.44784564
0.8816852,0.53025186,0.5002619,0.6239898,0.5946558,0.60363513,0.68898636,0.6999961,0.5690063,0.66815794,0.66224957,0.4894749,0.5186969
0.602375,0.47347152,0.421331,0.53619385,0.4715929,0.587405,0.66205794,0.72092265,0.39231893,0.46666932,0.4852417,0.5665264,0.64416766
0.63856703,0.48570228,0.41152984,0.5430081,0.39007345,0.49352163,0.42824858,0.55978364,0.41494712,0.5057478,0.6217945,0.4121174,0.3781501
0.6307137,0.4187994,0.4997059,0.5296135,0.53828347,0.54538447,0.62176365,0.6678375,0.45931125,0.55934227,0.50194883,0.6610983,0.6864734
0.41041577,0.6728335,0.6294993,0.5714418,0.38614732,0.567504,0.5237999,0.30071968,0.5406579,0.4732781,0.59337556,0.4820894,0.48950946
0.57455045,0.3637582,0.38727462,0.64418703,0.6842199,0.6633566,0.6087656,0.43094736,0.63241136,0.35744166,0.761979,0.42669606,0.40136516
0.493754,0.4304028,0.46883804,0.50257933,0.23533577,0.5122466,0.5513115,0.614404,0.543635,0.39729103,0.5494427,0.40810525,0.44439197
0.654527,0.45832974,0.38379145,0.581024,0.44950005,0.5696258,0.5474049,0.4368406,0.31728113,0.5046976,0.75691974,0.31941533,0.29326555
