SproutN,BunchN,ShootL,NodeN,SPAD06,SPAD07,SPAD08,LWC,ChlA,ChlB,Carot,Anth,Phenol
0.2980097,0.87185824,0.55763173,0.30697393,0.45606434,0.26304978,0.44463128,0.48950848,0.41936836,0.6130054,0.12484023,0.7008225,0.7083022
0.6312287,0.35723656,0.71956164,0.57814986,0.458966,0.6200936,0.60424644,0.41209683,0.54675937,0.534243,0.74710995,0.44780016,0.441079
0.50777537,0.7467824,0.39746407,0.61472446,0.4596466,0.6192384,0.56405234,0.7291954,0.5562201,0.6603564,0.7748644,0.5472055,0.47403494
0.5714098,0.4633635,0.3222698,0.4652135,0.30052817,0.48938116,0.50487494,0.87668115,0.42936498,0.4805606,0.49473602,0.404555,0.45767957
0.6143022,0.334087,0.40921158,0.68518853,0.5274755,0.5795121,0.5810485,0.48837015,0.57578003,0.62031454,0.8249204,0.5033948,0.47919956
0.6633951,0.5242011,0.35449868,0.5471455,0.41068146,0.5415713,0.5489744,0.90578586,0.47397584,0.34607357,0.4117149,0.5264008,0.51355076
0.5677801,0.29751578,0.40488246,0.5431932,0.4940954,0.5875042,0.6027358,0.42145562,0.5519219,0.5547426,0.78979194,0.4656852,0.45708925
0.33237213,0.67931706,0.5959823,0.38599235,0.6126257,0.20044245,0.55513334,0.20642486,0.45448324,0.3576535,0.30310553,0.5169599,0.45555028
0.40397394,0.6711946,0.7096989,0.51055557,0.5773872,0.42109883,0.36297858,0.2767765,0.5930377,0.3268971,0.41160098,0.5210194,0.50499487
0.3326678,0.5991377,0.6668595,0.4423233,0.67421126,0.44252872,0.57417697,0.046670653,0.5282443,0.36057454,0.6286631,0.52540636,0.54395455
0.4744737,0.4616499,0.7021194,0.5561824,0.6900178,0.5532604,0.6420022,0.14990085,0.61616296,0.47328526,0.5612165,0.57573766,0.5588069
0.40782836,0.76951516,0.6177654,0.4241363,0.5364566,0.4370435,0.5353415,0.32299405,0.49184066,0.38851902,0.4432928,0.57037,0.6141746
0.63617885,0.33508623,0.4202631,0.6038664,0.46977654,0.7650014,0.852684,0.62512654,0.5616345,0.53656393,0.76005614,0.432312,0.41046348
0.50426626,0.7457528,0.6180442,0.5224878,0.56743795,0.49579266,0.6235162,0.43233916,0.46595845,0.39951938,0.35504845,0.47545362,0.5573763
0.6045132,0.2951417,0.40645546,0.5759333,0.5376352,0.6138862,0.5910492,0.5291443,0.54892075,0.30661145,0.7701091,0.42286736,0.40254134
0.39877498,0.71492404,0.6091519,0.41913328,0.5308412,0.42033634,0.5418125,0.64477634,0.46622285,0.63584715,0.31623852,0.49636132,0.52375454
0.71059823,0.508571,0.40121463,0.6317392,0.49175325,0.62451226,0.565971,0.6796012,0.5826523,0.5979935,0.8433589,0.6337227,0.57362306
0.32412562,0.620016,0.3528321,0.43702108,0.5471399,0.44926876,0.5568167,0.31762958,0.5266078,0.23064281,0.27870354,0.44462866,0.4345795
0.44496685,0.70550805,0.6801621,0.5234721,0.5852792,0.49230516,0.43988803,0.3636399,0.46098846,0.3506391,0.3872026,0.50521815,0.5382863
0.5630538,0.44727606,0.34628746,0.49204567,0.47325483,0.4981158,0.49363047,0.5420501,0.38639376,0.67973864,0.7312623,0.5756235,0.5658567
0.40802872,0.3969905,0.6606375,0.45813933,0.44999033,0.44750795,0.58393145,0.45413166,0.5093093,0.2691338,0.27868542,0.46466988,0.5467732
0.3165672,0.8108434,0.5659667,0.2562804,0.4515827,0.2373898,0.4380568,0.44509655,0.4430512,0.6831919,0.054864485,0.63994676,0.65193576
0.3579811,0.60118216,0.70189136,0.47787645,0.6141249,0.49939123,0.6579282,0.30525517,0.6527153,0.23093463,0.33579665,0.41095066,0.46489358
0.44565555,0.7162985,0.6472027,0.5008136,0.58548284,0.3908126,0.5935366,0.33954483,0.52882946,0.38436067,0.59881204,0.5146239,0.5393162
0.6591227,0.3101685,0.662858,0.65420824,0.54197156,0.6818614,0.62092376,0.44547513,0.730711,0.6273496,0.9138474,0.4984411,0.44939995
0.60464185,0.4451836,0.41281572,0.6602556,0.4435906,0.56121266,0.5319742,0.6866562,0.57290506,0.61476326,0.7288694,0.56466323,0.557892
0.36799267,0.75511557,0.5242325,0.35084298,0.5397583,0.31374592,0.5010496,0.48206604,0.3726893,0.35039544,0.19760913,0.49024528,0.55379236
0.51702327,0.67100245,0.51026845,0.49483857,0.5412396,0.48440915,0.5971653,0.4076155,0.47832906,0.26227087,0.31097868,0.3906623,0.42336482
0.5545684,0.78956866,0.6885938,0.6069834,0.50459117,0.55492735,0.6008482,0.39918002,0.60841674,0.485321,0.5836899,0.5879887,0.57746
0.5556651,0.4961728,0.6266421,0.47855458,0.3725356,0.48792404,0.4849686,0.74608433,0.5088688,0.5947491,0.62017995,0.5775013,0.61398834
0.5655486,0.39900905,0.38782373,0.5152837,0.3812307,0.5409156,0.5195549,0.72387546,0.5256496,0.50134885,0.63089246,0.43079618,0.4649524
0.46599406,0.6325945,0.7000108,0.5499146,0.6590541,0.54605377,0.6309595,0.23601165,0.5843423,0.58292764,0.48146456,0.4738416,0.49286425
0.53083414,0.7275743,0.6212566,0.3987014,0.50050277,0.3923957,0.55377793,0.41882482,0.45260864,0.2511161,0.23413503,0.46493727,0.5663209
0.56391054,0.69459754,0.33837625,0.47187337,0.43799543,0.47478485,0.47893623,0.61399305,0.4679573,0.7077036,0.7009116,0.6551819,0.63394433
0.5163092,0.7514428,0.63618946,0.5484582,0.59295523,0.50580573,0.5964248,0.35053146,0.53638136,0.6170952,0.4395273,0.5580864,0.54344463
0.39698565,0.28762165,0.7673963,0.5106612,0.623296,0.55477905,0.6591065,0.32969248,0.58283406,0.18517423,0.60982275,0.39756984,0.441952
0.60859996,0.49749,0.47539368,0.49678126,0.39695057,0.49505422,0.55325377,0.77154595,0.44105533,0.6273259,0.60559195,0.52977544,0.4851369
0.62334114,0.38978377,0.40891415,0.6516967,0.3932624,0.5993146,0.58147746,0.7525947,0.53509885,0.5011854,0.67153895,0.3945206,0.44822973
0.38910383,0.4953711,0.5608188,0.3728646,0.5184498,0.34278402,0.3957401,0.4107366,0.4093419,0.36352018,0.22375186,0.5236252,0.62833005
0.45219764,0.71732455,0.70453876,0.50557774,0.516117,0.5107002,0.6053661,0.44164142,0.56189317,0.37826568,0.4882335,0.47467417,0.54465204
0.38043994,0.628406,0.685831,0.466119,0.6506362,0.47701508,0.5736287,0.023863666,0.55703425,0.71607995,0.5121282,0.56128645,0.57401127
0.61959255,0.33874276,0.38030994,0.5705378,0.4382933,0.5807058,0.60047483,0.7233238,0.40100288,0.48049894,0.6434277,0.35916746,0.24861859
0.5915445,0.5743652,0.38899213,0.5133667,0.39715627,0.5377791,0.52102125,0.73727095,0.5191513,0.5794555,0.6599432,0.5502889,0.5221522
0.28446123,0.7576915,0.5666132,0.33328944,0.5453995,0.29068255,0.42866686,0.19417,0.4556631,0.40107134,0.27307954,0.6591844,0.40765935
0.26534957,0.8185232,0.51169646,0.2405851,0.43581364,0.2747303,0.4448199,0.5376849,0.37593028,0.2293969,0.12955539,0.51727146,0.6234976
0.5186681,0.5016374,0.48279235,0.42545614,0.44143718,0.42546475,0.46311638,0.57876116,0.467875,0.6854965,0.6172635,0.6450866,0.6519634
0.55773294,0.8340379,0.62086487,0.5439085,0.55186343,0.50053084,0.5983666,0.5299006,0.45236754,0.7451082,0.3812062,0.5484865,0.5568857
0.61096305,0.35697493,0.40604612,0.5645846,0.41000962,0.6076762,0.5662011,0.52801114,0.53410125,0.4891242,0.6977632,0.4242571,0.38819408
0.28752443,0.441379,0.34262305,0.4610311,0.42468897,0.50036263,0.46901092,0.49646625,0.49440262,0.6470726,0.6493032,0.6022867,0.5197595
0.31976834,0.71949387,0.6278786,0.37828714,0.5209787,0.37306592,0.51002836,0.31255275,0.48506698,0.29695177,0.44633418,0.58629483,0.5766566
0.4905616,0.5200187,0.76584655,0.5963665,0.56411195,0.6310553,0.683277,0.20197156,0.6081233,0.27893025,0.53339696,0.39051765,0.3456397
0.32346404,0.7565037,0.63365126,0.37844366,0.5760289,0.3520798,0.25714445,0.29878917,0.49975234,0.36975121,0.29298535,0.5977571,0.6664546
0.5147801,0.7184252,0.6279655,0.54802036,0.4878723,0.44450372,0.5737734,0.5308345,0.47032604,0.24685796,0.20172036,0.4188875,0.4482105
0.18016504,0.61886847,0.23551679,0.30384895,0.57777745,0.32200697,0.52188146,0.22915977,0.46603882,0.2647452,0.18607205,0.63543445,0.5360284
0.6598514,0.49527895,0.3961618,0.60665196,0.5054865,0.57775337,0.55111516,0.6239105,0.5868429,0.76450515,0.83006275,0.6524815,0.57834
0.32003042,0.75009817,0.6073728,0.34621236,0.50420165,0.3249,0.5114744,0.34412706,0.44740483,0.28890118,0.21839605,0.7041252,0.6131133
0.5503626,0.75354993,0.57137495,0.34023607,0.4855773,0.32788453,0.49925062,0.5120027,0.43175608,0.27957627,0.09886365,0.63508636,0.538311
0.3473901,0.6020637,0.689832,0.43419912,0.63594747,0.47334704,0.63583803,0.26895973,0.53561217,0.5391602,0.3321163,0.44621205,0.47747296
0.48627543,0.67621756,0.49452603,0.56015736,0.6267057,0.5434233,0.6278671,0.3434639,0.57404745,0.34033605,0.43484378,0.46865743,0.4902774
0.5331939,0.71232414,0.7038954,0.6035962,0.57683635,0.5070443,0.6236334,0.44705713,0.5986708,0.42550683,0.44730848,0.480237,0.50243187
0.50420654,0.6267052,0.3273417,0.418022,0.39056948,0.44971138,0.47865567,0.6476312,0.43324322,0.51914984,0.5640241,0.49915433,0.32828146
0.29204822,0.7671516,0.53695315,0.24647956,0.42832166,0.30122975,0.46912977,0.48211008,0.36062852,0.15170933,0.05091624,0.56135505,0.4903635
0.708868,0.64783406,0.5020358,0.639642,0.49759898,0.6350313,0.60706353,0.7251842,0.53415155,0.63217705,0.7695823,0.46962047,0.4171191
0.2775036,0.7233233,0.56539375,0.27472967,0.52251613,0.23809543,0.48590514,0.2713448,0.4027767,0.29905802,0.16634375,0.5421755,0.61724645
0.40046424,0.6641792,0.6684412,0.4680464,0.5589944,0.48057956,0.6076747,0.5128621,0.5139285,0.58633196,0.32078126,0.44429564,0.47384575
0.61987317,0.37497467,0.39005327,0.5660735,0.6554464,0.57114947,0.56453073,0.7146967,0.5223883,0.5124568,0.6725778,0.4226305,0.4069636
0.40256986,0.8047107,0.5966557,0.40528768,0.38686088,0.38012236,0.5209876,0.43188894,0.45765072,0.35970217,0.25539795,0.67702657,0.61322033
0.4478261,0.8588771,0.6186662,0.47024772,0.6021123,0.34336552,0.51902074,0.28623942,0.5477951,0.5774326,0.7190807,0.7239745,0.7598651
0.2338067,0.7124174,0.6338013,0.3034009,0.52252877,0.3142384,0.49362555,0.5253784,0.470937,0.63982224,0.20355499,0.55586976,0.6373373
0.49023592,0.638721,0.28418544,0.4435512,0.3536567,0.46000808,0.470031,0.95680887,0.39855084,0.6738475,0.5108951,0.6170167,0.6185351
0.7478288,0.42906994,0.39811176,0.67744523,0.4521405,0.67005104,0.60401595,0.84970397,0.5019349,0.6162529,0.7556042,0.3149093,0.3734048
0.55607957,0.43646255,0.4949925,0.46006534,0.35383528,0.49042538,0.4936207,0.7214656,0.32403854,0.52159977,0.5599505,0.46062714,0.43754944
0.38079992,0.74863154,0.40178207,0.4207207,0.1910916,0.4275164,0.54077226,0.35500482,0.49995628,0.33092245,0.2967516,0.53495175,0.5563036
0.57916194,0.69987655,0.34294507,0.48824164,0.38724083,0.50595033,0.49481738,0.72485507,0.47316512,0.58624285,0.62170863,0.5316238,0.49482003
0.52773917,0.54574656,0.31487733,0.41178647,0.36642438,0.41028994,0.45951262,0.81669825,0.4315831,0.50612855,0.524718,0.59046555,0.7011723
0.44785652,0.6427412,0.6373374,0.50497293,0.60535,0.48518294,0.595353,0.26512015,0.35041103,0.32775202,0.39934644,0.5661592,0.46356878
0.5951819,0.40538195,0.30950734,0.48743424,0.35453907,0.5078313,0.5395069,0.59460855,0.39088425,0.4405121,0.48897997,0.34350267,0.40739244
0.3718709,0.81367135,0.6129342,0.40297082,0.5298221,0.36044636,0.49445832,0.56571794,0.5043365,0.4223664,0.31060314,0.63076603,0.75146216
0.6231673,0.4858641,0.34930328,0.52987915,0.36835593,0.5321803,0.5214259,0.8427201,0.48418203,0.38942653,0.60601795,0.5016463,0.4909495
0.27981454,0.839226,0.4818743,0.24166237,0.41618332,0.31018525,0.45327914,0.726645,0.39919844,0.19230033,0.038462136,0.5045106,0.5918896
0.7058361,0.56962186,0.7242517,0.6433319,0.43476406,0.6761884,0.6487247,0.8009223,0.5424007,0.49329382,0.71610546,0.36414236,0.35670227
0.474414,0.873254,0.59369934,0.38940024,0.44084656,0.41790375,0.6294032,0.59616333,0.46628624,0.39208925,0.24014398,0.54746175,0.5992452
0.6573339,0.34574488,0.43250686,0.5771913,0.46215612,0.65487105,0.70518905,0.65319526,0.5614615,0.5279497,0.770953,0.43364948,0.38988507
0.40281484,0.61939657,0.6989394,0.524975,0.64534473,0.52209365,0.61815065,0.20748058,0.5881356,0.3582592,0.6454572,0.50395966,0.4784671
0.60156107,0.42213386,0.35824582,0.5171831,0.5988187,0.47328258,0.55267704,0.778283,0.46853468,0.5163021,0.59987277,0.43791527,0.45320493
0.6181912,0.51862997,0.33894128,0.5267777,0.46260017,0.51063037,0.50106287,0.648319,0.5125318,0.7463647,0.64541346,0.6459043,0.5987042
0.37444195,0.75829005,0.38297954,0.40928704,0.43622947,0.4235084,0.53612536,0.5314286,0.48774302,0.32861456,0.20159592,0.4764439,0.52607083
0.7053072,0.39334378,0.4510667,0.6716624,0.53528714,0.6894872,0.70011765,0.24804959,0.63321227,0.69800055,0.92721885,0.573819,0.46946302
0.642487,0.5914406,0.39386815,0.56726253,0.46285543,0.5920251,0.56287783,0.64507467,0.4277862,0.63825047,0.765665,0.5494342,0.5015631
0.4333852,0.6935326,0.671464,0.4985043,0.57542515,0.48032305,0.57640046,0.30352864,0.55707353,0.53634167,0.4104767,0.51631606,0.63040924
0.6101024,0.51008964,0.35690275,0.52371716,0.43794912,0.5142168,0.5025424,0.73075336,0.58979595,0.6741471,0.6866158,0.6033844,0.57117975
0.5742695,0.3176737,0.4363415,0.6139407,0.652261,0.6447524,0.59348303,0.4681493,0.6031139,0.6041104,0.8622078,0.49751025,0.44853595
0.43018413,0.7779286,0.62792677,0.45204535,0.53370106,0.43522158,0.5630476,0.33837917,0.5165383,0.41011807,0.36961162,0.5812714,0.60792494
0.5465819,0.50657886,0.3045581,0.5796167,0.39232868,0.45504898,0.4459698,0.6034739,0.4698891,0.68833095,0.6090413,0.61887884,0.5754342
0.53706706,0.52983516,0.39509445,0.5471819,0.47214282,0.5677626,0.5511963,0.5453132,0.5586856,0.6524772,0.78313476,0.57125586,0.557611
0.38515568,0.46969646,0.63960177,0.44411573,0.57832265,0.43872303,0.6010078,0.33729094,0.48020163,0.26903763,0.29065928,0.43086106,0.59188104
0.4730147,0.78332907,0.35668463,0.4983451,0.5434439,0.4719735,0.5708004,0.43908188,0.52961636,0.3836837,0.3585773,0.5387385,0.5862242
0.33588076,0.6473722,0.63868135,0.4724809,0.59287703,0.40411332,0.518495,0.18646328,0.49347925,0.2963361,0.3407104,0.49697286,0.56084615
0.43455786,0.76470864,0.4396167,0.44805655,0.45515403,0.43689612,0.550776,0.5361735,0.46183005,0.2883532,0.38038766,0.4533872,0.4942539
0.32688338,0.7469446,0.62393343,0.4313795,0.5457076,0.4196865,0.5528533,0.32808447,0.49301964,0.36899027,0.32351094,0.54146236,0.6614111
0.2787795,0.7069147,0.6295874,0.3115323,0.5198791,0.37038085,0.5097587,0.32703117,0.49714726,0.3138657,0.23811944,0.55668616,0.54639924
0.3179548,0.77327967,0.5617693,0.31668535,0.47146446,0.297732,0.48743975,0.4395466,0.41950855,0.25213242,0.3182462,0.47880077,0.58079803
0.40951467,0.6962258,0.6609413,0.4681613,0.53692234,0.50399816,0.5861621,0.5479911,0.5206606,0.29506817,0.3215039,0.4752469,0.514116
0.32850453,0.79189134,0.5681428,0.3228786,0.45779175,0.3577758,0.44435444,0.5998799,0.43660107,0.20003174,0.12671915,0.51054454,0.5723264
0.5656968,0.59215516,0.3778369,0.49091884,0.67027783,0.50755763,0.51601976,0.61836654,0.529323,0.6484277,0.7085996,0.6116869,0.6263673
0.5677578,0.8149161,0.58121294,0.43540895,0.51247704,0.39205247,0.5492608,0.55682707,0.42839152,0.4638506,0.22884975,0.5039876,0.5735957
0.42662495,0.71094096,0.64485,0.48614976,0.6024467,0.4661076,0.57778823,0.4805765,0.5320306,0.637088,0.40815204,0.5434684,0.5522245
0.67878056,0.3461416,0.40857092,0.66339266,0.48566553,0.6482877,0.6220248,0.3890341,0.55432254,0.5705276,0.77722883,0.42366958,0.4027967
0.32528228,0.6863968,0.37641194,0.42449924,0.56305087,0.41546312,0.5446786,0.32480502,0.51870924,0.34036452,0.28762764,0.5344607,0.444788
0.6533197,0.5090704,0.6487978,0.54638946,0.33349887,0.542889,0.53550065,1.0020081,0.46793368,0.5348226,0.316213,0.4545167,0.4593554
0.5932958,0.47989208,0.33277482,0.50335354,0.45276675,0.50500774,0.49922293,0.31551585,0.4861235,0.6865442,0.7027344,0.55218583,0.54203045
0.37881923,0.8668208,0.54604185,0.2964885,0.44324407,0.34561008,0.5123061,0.85756147,0.3703771,0.22459735,0.11806974,0.47865748,0.55331373
0.3954715,0.7464843,0.6282451,0.4232992,0.57886636,0.4215208,0.42855865,0.18951312,0.5045077,0.4131593,0.5800661,0.59638166,0.6023971
0.43159816,0.70198435,0.64825493,0.49239507,0.5665504,0.46679527,0.5989064,0.3444621,0.5249301,0.3409957,0.3583877,0.5351684,0.51767683
0.33038163,0.7709948,0.56652486,0.33001783,0.4633958,0.19117793,0.49259362,0.3461085,0.41261053,0.3251946,0.21006578,0.53747314,0.6240252
0.52439016,0.6877502,0.68672687,0.573379,0.57020265,0.56125206,0.66388977,0.6107149,0.54500115,0.3027983,0.38782075,0.40874052,0.5861331
0.31254438,0.61831087,0.6307893,0.390785,0.6135585,0.3900034,0.58227235,0.22804442,0.47167262,0.26629722,0.5163164,0.4553392,0.455152
0.3751016,0.82339203,0.59470636,0.38677824,0.53686315,0.33875763,0.5059086,0.39681947,0.46047744,0.7087125,0.33016378,0.59579706,0.68763
0.49060762,0.56002486,0.6618893,0.53324133,0.5836325,0.50602627,0.5040015,0.36935902,0.5464828,0.39487326,0.42579132,0.53165287,0.527725
0.7000222,0.882663,0.612919,0.48457262,0.42334113,0.46091887,0.5466818,0.7124738,0.4759679,0.35531288,0.41876644,0.5207189,0.55039907
0.42867568,0.72126967,0.53933877,0.45286858,0.4725884,0.4540101,0.56218046,0.49076843,0.47210017,0.2306505,0.243975,0.5002037,0.46344775
0.5754039,0.29831782,0.44190165,0.5665172,0.45111477,0.6164629,0.56889236,0.4670204,0.53593034,0.47030413,0.7435041,0.42413723,0.38836157
0.5394428,0.4936475,0.43483442,0.5391579,0.47305828,0.58380044,0.5739136,0.50351626,0.5614909,0.45270488,0.72902083,0.41227746,0.4261506
0.43418768,0.5169012,0.63299185,0.47578397,0.5899047,0.42055628,0.5278544,0.52479976,0.54654807,0.49250197,0.41933003,0.64925414,0.6862062
0.54132646,0.3710372,0.39448607,0.4865155,0.46327326,0.50917554,0.66930175,0.48318022,0.49259293,0.60677814,0.7147739,0.5267985,0.47374356
0.5675814,0.50643754,0.32210174,0.46772408,0.41668996,0.4660517,0.48868954,0.47485664,0.4687638,0.6645697,0.6394443,0.5609755,0.59588826
0.63140965,0.26624858,0.4324661,0.6255631,0.5242822,0.66475624,0.6051547,0.3908252,0.6607272,0.59354746,0.8938456,0.46241325,0.3869585
0.6932952,0.42506817,0.41445836,0.6330573,0.47662747,0.64022464,0.595991,0.7102577,0.5631593,0.6322173,0.7865384,0.37584966,0.45994383
0.35682282,0.64167905,0.6796166,0.34220487,0.5827867,0.44236752,0.6122258,0.35532776,0.51993203,0.24934699,0.27476722,0.46016532,0.5189693
0.61780006,0.45556334,0.34510964,0.5070456,0.45612633,0.5369034,0.5168942,0.636021,0.54972315,0.67974275,0.7276981,0.56891036,0.5184436
0.57402897,0.3810432,0.41925085,0.58195436,0.5476565,0.60941267,0.5788678,0.56108046,0.573991,0.609427,0.7985029,0.52144635,0.4964843
0.34192684,0.6705356,0.63638157,0.40850723,0.5690175,0.4214426,0.55028534,0.44440195,0.5052167,0.33361772,0.4861094,0.5282524,0.54199827
0.45820713,0.7378043,0.6329903,0.6275303,0.5605384,0.4607695,0.58426994,0.37179157,0.5050296,0.52222705,0.36113223,0.5047474,0.55971426
0.58728504,0.38076368,0.3304719,0.5033787,0.54291564,0.525295,0.5369546,0.73187053,0.44520885,0.506933,0.42028356,0.41120905,0.39949715
0.30584583,0.5643622,0.6496986,0.29568285,0.58399105,0.42800933,0.6114557,0.2481873,0.6618842,0.1767055,0.25989813,0.37860093,0.4384867
0.4881662,0.70453334,0.6860501,0.5354729,0.56515193,0.5305723,0.6176586,0.3695175,0.55807,0.3348586,0.5895108,0.4833941,0.614978
0.42829952,0.56969935,0.7002391,0.5189995,0.64805484,0.532691,0.6550113,0.35358554,0.5452142,0.26181263,0.43505058,0.40295243,0.4453357
0.4314476,0.5914605,0.60926455,0.43129638,0.48522386,0.43351144,0.5499464,0.40034148,0.46003437,0.45055965,0.28143752,0.49288678,0.52680194
0.5524843,0.65094864,0.73627317,0.6338575,0.5898566,0.6292608,0.66596305,0.36501464,0.71158713,0.32309884,0.51019526,0.42510015,0.43779075
0.5672576,0.56079936,0.67935175,0.48296395,0.688447,0.49507496,0.61684763,0.034890927,0.55820954,0.46133995,0.48195767,0.48783714,0.4797889
0.5328269,0.39772058,0.39960396,0.49256298,0.4088997,0.51872796,0.52337164,0.57011646,0.53465974,0.52262866,0.36852008,0.5067114,0.5445684
0.5703271,0.49321875,0.39998814,0.54549396,0.44168144,0.5946313,0.5633472,0.53489995,0.53636855,0.48176792,0.72633046,0.4290195,0.37819386
0.5410513,0.55911773,0.7547627,0.5730896,0.6959739,0.5951055,0.6620313,0.387317,0.62792426,0.3243556,0.5456744,0.4656458,0.44961277
0.5872891,0.51839316,0.3122025,0.45627275,0.28433454,0.5288441,0.48623854,1.001313,0.27320114,0.47770903,0.44798598,0.44412148,0.44084123
0.3664068,0.63797474,0.34552214,0.46210465,0.62008905,0.47568613,0.6137061,0.21705937,0.5559859,0.30681822,0.38141376,0.4951498,0.5235852
0.3844399,0.6835421,0.6271831,0.41124165,0.50449514,0.42839336,0.5532685,0.4731431,0.44603568,0.16030273,0.19409801,0.57271135,0.43596166
0.4221995,0.6481409,0.63633275,0.47469607,0.5855392,0.46511516,0.6146495,0.33768436,0.48244348,0.27831158,0.61659855,0.41224068,0.46599498
0.32030085,0.6137777,0.6747585,0.42054474,0.5460321,0.38259706,0.5956495,0.34017363,0.51134866,0.20670104,0.26136452,0.42477617,0.4532494
0.37528503,0.5561426,0.4233707,0.50069034,0.6385844,0.5020306,0.67174125,0.3671308,0.50914806,0.22319306,0.2840787,0.34714523,0.3010149
0.57623845,0.33464056,0.34989712,0.48484674,0.42950296,0.53980994,0.5391933,0.6853198,0.55489624,0.4749838,0.61688274,0.3838705,0.3551004
0.4396895,0.60706615,0.72736657,0.5712777,0.663669,0.5647044,0.6285504,0.1702902,0.6325662,0.37453693,0.72136015,0.51424927,0.38670984
0.65781444,0.42659846,0.35914204,0.5678656,0.3587693,0.5907051,0.5563884,0.8543994,0.48429492,0.3294846,0.4006762,0.4134465,0.37722054
0.56349486,0.8686731,0.6619578,0.44076112,0.48644432,0.40053418,0.51048934,0.495123,0.5460995,0.5353761,0.30044574,0.6410178,0.7268548
0.54515225,0.35192806,0.53775835,0.5124806,0.48728997,0.5346556,0.53188276,0.34581232,0.5338966,0.5997502,0.75359845,0.521933,0.5086427
0.52041954,0.67945427,0.6400988,0.44160423,0.5849823,0.43511686,0.5746505,0.26415864,0.5090864,0.5350928,0.35795054,0.5090298,0.5590988
0.30738208,0.62880605,0.6235171,0.36378175,0.54817176,0.37856963,0.53891265,0.22503018,0.486574,0.21614267,0.26621237,0.44053507,0.53253573
0.85345834,0.52324635,0.40360233,0.6644378,0.48922363,0.63806283,0.59411395,0.81786525,0.5788682,0.7479202,0.61332923,0.5986404,0.5499433
0.614324,0.5073718,0.33736503,0.57798344,0.53476757,0.5094749,0.5190439,0.82541263,0.46221653,0.6006638,0.60090727,0.5279437,0.5221296
0.60020375,0.5092657,0.37534645,0.5650554,0.38094413,0.46708244,0.5122385,0.86945415,0.5248023,0.62021726,0.66338193,0.55433035,0.49712062
0.58571047,0.47945592,0.36214232,0.49635717,0.56378156,0.5089704,0.5226993,0.66406566,0.4994501,0.52925056,0.6866645,0.5858668,0.5809343
0.4243592,0.63774806,0.6830438,0.5201035,0.62359595,0.51806724,0.6170537,0.23618463,0.56508476,0.35163605,0.6628003,0.48893803,0.5087806
0.66124505,0.3429862,0.41157272,0.6207885,0.50307924,0.63762945,0.6017765,0.29772422,0.5554119,0.5755739,0.78840774,0.42685205,0.39877686
0.5609138,0.40550223,0.36862984,0.48749807,0.36960447,0.5270653,0.5307116,0.7116449,0.4810457,0.3577656,0.59871125,0.37786034,0.45861495
0.61992455,0.3781161,0.44826126,0.5606541,0.45511103,0.5734579,0.5381087,0.6129597,0.5071823,0.5990822,0.61659443,0.47665572,0.40656492
